exercise,question,answer,konnektor,german,english,french,case_english,case_french,explanation_english,explanation_french,explanation_synonym_english,explanation_synonym_french
20,weswegen,weshalb,weshalb,"Er hat die Unterlagen falsch eingereicht, weswegen der Prozess sich verzögert hat.","which is why, therefore",c'est pourquoi,Subordinating conjunction,Conjonctions de subordination,"weshalb = which is why, therefore ● Subordinating conjunction",weshalb = c'est pourquoi ● Conjonctions de subordination,"weswegen = which is why, therefore ● Subordinating conjunction",weswegen = c'est pourquoi ● Conjonctions de subordination
20,andernfalls,sonst,sonst,"Sie hätte die Sicherheitsvorschriften beachten müssen, andernfalls hätte ein Unfall passieren können.","otherwise, else","sinon, autrement",Adverb,Adverbe,"sonst = otherwise, else ● Adverb","sonst = sinon, autrement ● Adverbe","andernfalls = otherwise, else ● Adverb","andernfalls = sinon, autrement ● Adverbe"
20,wogegen,wohingegen,wohingegen,"Er bevorzugt ruhige Arbeitsumgebungen, wogegen seine Kollegin besser unter Druck funktioniert.",whereas,"tandis que, alors que",Subordinating conjunction,Conjonctions de subordination,wohingegen = whereas ● Subordinating conjunction,"wohingegen = tandis que, alors que ● Conjonctions de subordination",wogegen = whereas ● Subordinating conjunction,"wogegen = tandis que, alors que ● Conjonctions de subordination"
20,bislang,bisher,bisher,Bislang haben wir nur wenige Rückmeldungen erhalten.,"so far, until now, hitherto","jusqu'à présent, jusqu'à maintenant",Adverb,Adverbe,"bisher = so far, until now, hitherto ● Adverb","bisher = jusqu'à présent, jusqu'à maintenant ● Adverbe","bislang = so far, until now, hitherto ● Adverb","bislang = jusqu'à présent, jusqu'à maintenant ● Adverbe"
21,,sowie,sowie,,as well as,ainsi que,Coordinating conjunction,Conjonction de coordination,sowie = as well as ● Coordinating conjunction,sowie = ainsi que ● Conjonction de coordination,,
21,,beziehungsweise,beziehungsweise,,"or rather, respectively","ou plutôt, respectivement",Coordinating conjunction,Conjonction de coordination,"beziehungsweise = or rather, respectively ● Coordinating conjunction","beziehungsweise = ou plutôt, respectivement ● Conjonction de coordination",,
21,,als ob,als ob,,as if,comme si,Subordinating conjunction,Conjonctions de subordination,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
21,,abschließend,abschließend,,"to conclude, in conclusion","pour conclure, en conclusion",Adverb,Adverbe,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
21,,zusammenfassend,zusammenfassend,,"in summary, to summarize","en résumé, pour résumer",Adverb,Adverbe,"zusammenfassend = in summary, to summarize ● Adverb","zusammenfassend = en résumé, pour résumer ● Adverbe",,
21,,ebenfalls,ebenfalls,,"likewise, as well","également, de même",Adverb,Adverbe,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
21,,übrigens,übrigens,,"by the way, incidentally","au fait, soit dit en passant, d'ailleurs",Adverb,Adverbe,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
21,,immerhin,immerhin,,"at least, after all","au moins, après tout",Adverb,Adverbe,"immerhin = at least, after all ● Adverb","immerhin = au moins, après tout ● Adverbe",,
22,Das Unternehmen investiert in neue Technologien _____ in die Weiterbildung seiner Mitarbeitenden.,sowie,sowie,Das Unternehmen investiert in neue Technologien sowie in die Weiterbildung seiner Mitarbeitenden.,The company invests in new technologies as well as in the training of its employees.,L’entreprise investit dans de nouvelles technologies ainsi que dans la formation de ses employés.,,,sowie = as well as ● Coordinating conjunction,sowie = ainsi que ● Conjonction de coordination,,
22,"Die Studie untersucht soziale _____ wirtschaftliche Faktoren, die das Verhalten der Verbraucher beeinflussen.",sowie,sowie,"Die Studie untersucht soziale sowie wirtschaftliche Faktoren, die das Verhalten der Verbraucher beeinflussen.",The study examines social as well as economic factors that influence consumer behavior.,L’étude analyse des facteurs sociaux ainsi que des facteurs économiques qui influencent le comportement des consommateurs.,,,sowie = as well as ● Coordinating conjunction,sowie = ainsi que ● Conjonction de coordination,,
22,Der Vertrag regelt die Rechte _____ die Pflichten beider Parteien sehr genau.,sowie,sowie,Der Vertrag regelt die Rechte sowie die Pflichten beider Parteien sehr genau.,The contract defines the rights as well as the obligations of both parties very precisely.,Le contrat définit très précisément les droits ainsi que les obligations des deux parties.,,,sowie = as well as ● Coordinating conjunction,sowie = ainsi que ● Conjonction de coordination,,
22,Sie hat praktische Erfahrungen gesammelt _____ neue Kontakte in der Branche geknüpft.,sowie,sowie,Sie hat praktische Erfahrungen gesammelt sowie neue Kontakte in der Branche geknüpft.,She gained practical experience as well as built new contacts in the industry.,Elle a acquis une expérience pratique ainsi que noué de nouveaux contacts dans le secteur.,,,sowie = as well as ● Coordinating conjunction,sowie = ainsi que ● Conjonction de coordination,,
22,Die App bietet eine klare Übersicht über Ausgaben _____ eine automatische Kategorisierung.,sowie,sowie,Die App bietet eine klare Übersicht über Ausgaben sowie eine automatische Kategorisierung.,The app offers a clear overview of expenses as well as automatic categorization.,L’application offre une vue d’ensemble claire des dépenses ainsi qu’une catégorisation automatique.,,,sowie = as well as ● Coordinating conjunction,sowie = ainsi que ● Conjonction de coordination,,
22,"Ich habe zwei Geschwister, einen Bruder _____ eine Schwester.",beziehungsweise,beziehungsweise,"Ich habe zwei Geschwister, einen Bruder beziehungsweise eine Schwester.","I have two siblings, a brother and a sister.","J'ai deux frères et sœurs, un frère et une sœur.",,,"beziehungsweise = or rather, respectively ● Coordinating conjunction","beziehungsweise = ou plutôt, respectivement ● Conjonction de coordination",,
22,Der Kurs beginnt um 9 Uhr _____ um 10 Uhr für die Fortgeschrittenen.,beziehungsweise,beziehungsweise,Der Kurs beginnt um 9 Uhr beziehungsweise um 10 Uhr für die Fortgeschrittenen.,"The course starts at 9 a.m., respectively 10 a.m. for advanced students.","Le cours débute à 9h, respectivement 10h pour les étudiants avancés.",,,"beziehungsweise = or rather, respectively ● Coordinating conjunction","beziehungsweise = ou plutôt, respectivement ● Conjonction de coordination",,
22,"Du kannst mir eine E-Mail schreiben _____ mich anrufen, wenn du Fragen hast.",beziehungsweise,beziehungsweise,"Du kannst mir eine E-Mail schreiben beziehungsweise mich anrufen, wenn du Fragen hast.",You can email or call me if you have any questions.,Vous pouvez m'envoyer un e-mail ou m'appeler si vous avez des questions.,,,"beziehungsweise = or rather, respectively ● Coordinating conjunction","beziehungsweise = ou plutôt, respectivement ● Conjonction de coordination",,
22,Er ist Arzt _____ Spezialist für Kardiologie.,beziehungsweise,beziehungsweise,Er ist Arzt beziehungsweise Spezialist für Kardiologie.,"He is a doctor, or rather a specialist in cardiology.","Il est médecin, ou plutôt spécialiste en cardiologie.",,,"beziehungsweise = or rather, respectively ● Coordinating conjunction","beziehungsweise = ou plutôt, respectivement ● Conjonction de coordination",,
22,Wir treffen uns am Bahnhof _____ direkt am Gleis 3.,beziehungsweise,beziehungsweise,Wir treffen uns am Bahnhof beziehungsweise direkt am Gleis 3.,We'll meet at the train station or directly at platform 3.,Nous nous retrouverons à la gare ou directement au quai 3.,,,"beziehungsweise = or rather, respectively ● Coordinating conjunction","beziehungsweise = ou plutôt, respectivement ● Conjonction de coordination",,
22,"Er tut so, _____ er alles wüsste, dabei hat er kaum Ahnung.",als ob,als ob,"Er tut so, als ob er alles wüsste, dabei hat er kaum Ahnung.","He acts as if he knew everything, but he barely has a clue.","Il agit comme s'il savait tout, mais il n'en a pratiquement aucune idée.",,,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
22,"Sie sah mich an, _____ ich etwas Ungeheuerliches gesagt hätte.",als ob,als ob,"Sie sah mich an, als ob ich etwas Ungeheuerliches gesagt hätte.",She looked at me as if I had said something outrageous.,Elle m’a regardé comme si j’avais dit quelque chose d’outrageant.,,,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
22,"Es klingt, _____ du schon eine Entscheidung getroffen hättest.",als ob,als ob,"Es klingt, als ob du schon eine Entscheidung getroffen hättest.",It sounds as if you had already made a decision.,Il semble que vous ayez déjà pris une décision.,,,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
22,"Er benimmt sich, _____ ihm der Laden gehören würde.",als ob,als ob,"Er benimmt sich, als ob ihm der Laden gehören würde.",He behaves as if he owned the place.,Il se comporte comme s'il était le propriétaire des lieux.,,,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
22,"_____ das nicht genug wäre, kam er auch noch eine Stunde zu spät.",Als ob,Als ob,"Als ob das nicht genug wäre, kam er auch noch eine Stunde zu spät.","As if that weren’t enough, he also showed up an hour late.","Comme si cela ne suffisait pas, il est également arrivé avec une heure de retard.",,,als ob = as if ● Subordinating conjunction,als ob = comme si ● Conjonctions de subordination,,
22,"_____ lässt sich sagen, dass die Ergebnisse unsere Hypothese eindeutig bestätigen.",Abschließend,Abschließend,"Abschließend lässt sich sagen, dass die Ergebnisse unsere Hypothese eindeutig bestätigen.","In conclusion, it can be said that the results clearly confirm our hypothesis.","En conclusion, on peut affirmer que les résultats confirment clairement notre hypothèse.",,,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
22,"_____ möchte ich betonen, wie wichtig eine nachhaltige Entwicklung für unsere Zukunft ist.",Abschließend,Abschließend,"Abschließend möchte ich betonen, wie wichtig eine nachhaltige Entwicklung für unsere Zukunft ist.","In conclusion, I would like to emphasize how important sustainable development is for our future.","En conclusion, je tiens à souligner l'importance du développement durable pour notre avenir.",,,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
22,"_____ stellt der Bericht fest, dass weitere Maßnahmen notwendig sind.",Abschließend,Abschließend,"Abschließend stellt der Bericht fest, dass weitere Maßnahmen notwendig sind.","In conclusion, the report states that further measures are necessary.","En conclusion, le rapport indique que des mesures supplémentaires sont nécessaires.",,,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
22,"_____ bleibt nur zu hoffen, dass die Reformen tatsächlich umgesetzt werden.",Abschließend,Abschließend,"Abschließend bleibt nur zu hoffen, dass die Reformen tatsächlich umgesetzt werden.","In conclusion, we can only hope that the reforms will actually be implemented.","En conclusion, nous ne pouvons qu'espérer que les réformes seront effectivement mises en œuvre.",,,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
22,"_____ kann man festhalten, dass die Diskussion viele neue Perspektiven eröffnet hat.",Abschließend,Abschließend,"Abschließend kann man festhalten, dass die Diskussion viele neue Perspektiven eröffnet hat.","In conclusion, it can be noted that the discussion has opened up many new perspectives.","En conclusion, on peut noter que la discussion a ouvert de nombreuses perspectives nouvelles.",,,"abschließend = to conclude, in conclusion ● Adverb","abschließend = pour conclure, en conclusion ● Adverbe",,
22,"_____ lässt sich sagen, dass die Reform zwar notwendig, aber unzureichend umgesetzt wurde.",Zusammenfassend,Zusammenfassend,"Zusammenfassend lässt sich sagen, dass die Reform zwar notwendig, aber unzureichend umgesetzt wurde.","In summary, it can be said that the reform was necessary but implemented inadequately.","En résumé, on peut dire que la réforme était nécessaire mais mal mise en œuvre.",,,"zusammenfassend = in summary, to summarize ● Adverb","zusammenfassend = en résumé, pour résumer ● Adverbe",,
22,"_____ kann man feststellen, dass digitale Bildung immer wichtiger wird.",Zusammenfassend,Zusammenfassend,"Zusammenfassend kann man feststellen, dass digitale Bildung immer wichtiger wird.","To sum up, one can state that digital education is becoming increasingly important.","Pour résumer, on peut constater que l’éducation numérique devient de plus en plus importante.",,,"zusammenfassend = in summary, to summarize ● Adverb","zusammenfassend = en résumé, pour résumer ● Adverbe",,
22,"_____ zeigt die Studie, dass nachhaltiges Handeln ökonomische Vorteile bringen kann.",Zusammenfassend,Zusammenfassend,"Zusammenfassend zeigt die Studie, dass nachhaltiges Handeln ökonomische Vorteile bringen kann.","In summary, the study shows that sustainable behavior can bring economic benefits.","En résumé, l’étude montre qu’un comportement durable peut apporter des avantages économiques.",,,"zusammenfassend = in summary, to summarize ● Adverb","zusammenfassend = en résumé, pour résumer ● Adverbe",,
22,"_____ ist festzuhalten, dass klare Kommunikation entscheidend für den Erfolg ist.",Zusammenfassend,Zusammenfassend,"Zusammenfassend ist festzuhalten, dass klare Kommunikation entscheidend für den Erfolg ist.","In summary, it should be noted that clear communication is crucial for success.","En résumé, il faut noter qu’une communication claire est essentielle au succès.",,,"zusammenfassend = in summary, to summarize ● Adverb","zusammenfassend = en résumé, pour résumer ● Adverbe",,
22,"_____ könnte man sagen, dass Erfahrung und Innovation sich gegenseitig ergänzen.",Zusammenfassend,Zusammenfassend,"Zusammenfassend könnte man sagen, dass Erfahrung und Innovation sich gegenseitig ergänzen.","To summarize, one could say that experience and innovation complement each other.","Pour résumer, on pourrait dire que l’expérience et l’innovation se complètent.",,,"zusammenfassend = in summary, to summarize ● Adverb","zusammenfassend = en résumé, pour résumer ● Adverbe",,
22,"Sie hat das komplexe Projekt termingerecht abgeschlossen, und ihr Team _____.",ebenfalls,ebenfalls,"Sie hat das komplexe Projekt termingerecht abgeschlossen, und ihr Team ebenfalls.","She completed the complex project on time, and her team did as well.","Elle a terminé le projet complexe dans les délais, et son équipe aussi.",,,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
22,"Der Direktor begrüßte den neuen Ansatz, und die Abteilungsleiter _____.",ebenfalls,ebenfalls,"Der Direktor begrüßte den neuen Ansatz, und die Abteilungsleiter ebenfalls.","The director welcomed the new approach, and the department heads did as well.","Le directeur a accueilli la nouvelle approche, et les chefs de service aussi.",,,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
22,"Er hat sich bereit erklärt, zusätzliche Verantwortung zu übernehmen, und seine Kolleginnen _____.",ebenfalls,ebenfalls,"Er hat sich bereit erklärt, zusätzliche Verantwortung zu übernehmen, und seine Kolleginnen ebenfalls.","He agreed to take on additional responsibility, and his colleagues did as well.","Il a accepté d’assumer des responsabilités supplémentaires, et ses collègues aussi.",,,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
22,"Die Stadt investiert massiv in nachhaltige Energie, und benachbarte Gemeinden _____.",ebenfalls,ebenfalls,"Die Stadt investiert massiv in nachhaltige Energie, und benachbarte Gemeinden ebenfalls.","The city is investing heavily in sustainable energy, and neighboring municipalities are too.","La ville investit massivement dans l’énergie durable, et les communes voisines aussi.",,,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
22,"Die Forschenden stellten überraschende Ergebnisse vor, und internationale Expertinnen _____.",ebenfalls,ebenfalls,"Die Forschenden stellten überraschende Ergebnisse vor, und internationale Expertinnen ebenfalls.","The researchers presented surprising results, and international experts did as well.","Les chercheurs ont présenté des résultats surprenants, et des experts internationaux aussi.",,,"ebenfalls = likewise, as well ● Adverb","ebenfalls = également, de même ● Adverbe",,
22,"_____, hast du schon von der neuen Ausstellung gehört?",Übrigens,übrigens,"Übrigens, hast du schon von der neuen Ausstellung gehört?","By the way, have you heard about the new exhibition?","Au fait, avez-vous entendu parler de la nouvelle exposition ?",,,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
22,"Ich komme morgen zur Party, _____ bringe ich einen Freund mit.",übrigens,übrigens,"Ich komme morgen zur Party, übrigens bringe ich einen Freund mit.","I’m coming to the party tomorrow, by the way, I’m bringing a friend.","Au fait, je viens à la fête demain, et j'amène un ami.",,,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
22,"_____, das Restaurant hat jetzt auch vegane Gerichte auf der Karte.",Übrigens,übrigens,"Übrigens, das Restaurant hat jetzt auch vegane Gerichte auf der Karte.","By the way, the restaurant now also has vegan dishes on the menu.","D'ailleurs, le restaurant propose désormais aussi des plats végétaliens à sa carte.",,,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
22,"Sie hat den Job bekommen, _____ hat sie sich nur aus Spass beworben.",übrigens,übrigens,"Sie hat den Job bekommen, übrigens hat sie sich nur aus Spass beworben.","She got the job; incidentally, she only applied for fun.","Elle a obtenu le poste ; d'ailleurs, elle avait postulé uniquement pour s'amuser.",,,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
22,"_____, ich habe gestern deinen Bruder getroffen.",Übrigens,übrigens,"Übrigens, ich habe gestern deinen Bruder getroffen.","By the way, I met your brother yesterday.","Au fait, j'ai rencontré votre frère hier.",,,"übrigens = by the way, incidentally ● Adverb","übrigens = au fait, soit dit en passant, d'ailleurs ● Adverbe",,
22,"Es hat geregnet, aber _____ war es nicht kalt.",immerhin,immerhin,"Es hat geregnet, aber immerhin war es nicht kalt.","It rained, but at least it wasn’t cold.","Il a plu, mais au moins il ne faisait pas froid.",,,"immerhin = at least, after all ● Adverb","immerhin = au moins, après tout ● Adverbe",,
22,"Er hat die Prüfung nicht bestanden, aber _____ hat er es versucht.",immerhin,immerhin,"Er hat die Prüfung nicht bestanden, aber immerhin hat er es versucht.","He didn’t pass the exam, but at least he tried.","Il n'a pas réussi l'examen, mais au moins il a essayé.",,,"immerhin = at least, after all ● Adverb","immerhin = au moins, après tout ● Adverbe",,
22,"Wir sind zwar spät angekommen, aber _____ haben wir den letzten Zug erwischt.",immerhin,immerhin,"Wir sind zwar spät angekommen, aber immerhin haben wir den letzten Zug erwischt.","We arrived late, but at least we caught the last train.","Nous sommes arrivés en retard, mais au moins nous avons pris le dernier train.",,,"immerhin = at least, after all ● Adverb","immerhin = au moins, après tout ● Adverbe",,
22,"Das Essen war teuer, aber _____ hat es gut geschmeckt.",immerhin,immerhin,"Das Essen war teuer, aber immerhin hat es gut geschmeckt.","The food was expensive, but at least it tasted good.","La nourriture était chère, mais au moins elle était bonne.",,,"immerhin = at least, after all ● Adverb","immerhin = au moins, après tout ● Adverbe",,
22,"Sie hat den Job nicht bekommen, aber _____ eine Einladung zum nächsten Bewerbungsgespräch.",immerhin,immerhin,"Sie hat den Job nicht bekommen, aber immerhin eine Einladung zum nächsten Bewerbungsgespräch.","She didn’t get the job, but at least she got an invitation for the next interview.","Elle n'a pas obtenu le poste, mais au moins elle a reçu une invitation pour le prochain entretien.",,,"immerhin = at least, after all ● Adverb","immerhin = au moins, après tout ● Adverbe",,
23,,je nachdem,je nachdem,,depending on,"selon, en fonction de",Subordinating conjunction,Conjonctions de subordination,je nachdem = depending on ● Subordinating conjunction,"je nachdem = selon, en fonction de ● Conjonctions de subordination",,
23,,soweit,soweit,,as far as,"d'après ce que, en ce qui concerne",Subordinating conjunction,Conjonctions de subordination,soweit = as far as ● Subordinating conjunction,"soweit = d'après ce que, en ce qui concerne ● Conjonctions de subordination",,
23,,sofern,sofern,,"provided, provided that",à condition que,Subordinating conjunction,Conjonctions de subordination,"sofern = provided, provided that ● Subordinating conjunction",sofern = à condition que ● Conjonctions de subordination,,
23,,insofern,insofern,,"insofar as, in that respect, to that extent","dans la mesure où, tant que",Subordinating conjunction,Conjonctions de subordination,"insofern = insofar as, in that respect, to that extent ● Subordinating conjunction","insofern = dans la mesure où, tant que ● Conjonctions de subordination",,
23,,es sei denn,es sei denn,,unless,à moins que,Coordinating conjunction,Conjonction de coordination,es sei denn = unless ● Coordinating conjunction,es sei denn = à moins que ● Conjonction de coordination,,
23,,außer dass,außer dass,,except that,"sauf que, outre que, à part le fait que",Subordinating conjunction,Conjonctions de subordination,außer dass = except that ● Subordinating conjunction,"außer dass = sauf que, outre que, à part le fait que ● Conjonctions de subordination",,
23,,außer wenn,außer wenn,,except when,"sauf lorsque, sauf quand",Subordinating conjunction,Conjonctions de subordination,außer wenn = except when ● Subordinating conjunction,"außer wenn = sauf lorsque, sauf quand ● Conjonctions de subordination",,
23,,sofern nicht,sofern nicht,,unless,"sauf si, à moins que",Subordinating conjunction,Conjonctions de subordination,sofern nicht = unless ● Subordinating conjunction,"sofern nicht = sauf si, à moins que ● Conjonctions de subordination",,
24,"_____, wie viel Zeit du hast, könnten wir entweder ins Kino gehen oder einen Spaziergang machen.",Je nachdem,Je nachdem,"Je nachdem, wie viel Zeit du hast, könnten wir entweder ins Kino gehen oder einen Spaziergang machen.","Depending on how much time you have, we could either go to the cinema or take a walk.","Selon le temps dont vous disposez, nous pourrions soit aller au cinéma, soit faire une promenade.",,,je nachdem = depending on ● Subordinating conjunction,"je nachdem = selon, en fonction de ● Conjonctions de subordination",,
24,"Die Entscheidung fällt _____, welche Informationen uns bis morgen vorliegen.",je nachdem,je nachdem,"Die Entscheidung fällt je nachdem, welche Informationen uns bis morgen vorliegen.",The decision will be made depending on what information we have by tomorrow.,La décision sera prise en fonction des informations dont nous disposerons demain.,,,je nachdem = depending on ● Subordinating conjunction,"je nachdem = selon, en fonction de ● Conjonctions de subordination",,
24,"_____, ob das Meeting heute stattfindet, muss ich meinen Tagesplan komplett umstellen.",Je nachdem,Je nachdem,"Je nachdem, ob das Meeting heute stattfindet, muss ich meinen Tagesplan komplett umstellen.","Depending on whether the meeting takes place today, I might have to completely rearrange my schedule.","Selon que la réunion a lieu aujourd'hui ou non, je devrai peut-être réorganiser complètement mon emploi du temps.",,,je nachdem = depending on ● Subordinating conjunction,"je nachdem = selon, en fonction de ● Conjonctions de subordination",,
24,"_____, wie die Verhandlungen verlaufen, könnte das Projekt deutlich früher starten.",Je nachdem,Je nachdem,"Je nachdem, wie die Verhandlungen verlaufen, könnte das Projekt deutlich früher starten.","Depending on how the negotiations go, the project could start significantly earlier.","En fonction de l’évolution des négociations, le projet pourrait démarrer beaucoup plus tôt.",,,je nachdem = depending on ● Subordinating conjunction,"je nachdem = selon, en fonction de ● Conjonctions de subordination",,
24,"_____, wen du fragst, bekommst du völlig unterschiedliche Antworten auf dieselbe Frage.",Je nachdem,Je nachdem,"Je nachdem, wen du fragst, bekommst du völlig unterschiedliche Antworten auf dieselbe Frage.","Depending on who you ask, you'll get completely different answers to the same question.","Selon la personne à qui vous posez la question, vous obtiendrez des réponses complètement différentes à la même question.",,,je nachdem = depending on ● Subordinating conjunction,"je nachdem = selon, en fonction de ● Conjonctions de subordination",,
24,"_____ du deine Aufgaben rechtzeitig erledigst, sehe ich kein Problem.",Insofern,Insofern,"Insofern du deine Aufgaben rechtzeitig erledigst, sehe ich kein Problem.","Insofar as you complete your tasks on time, I see no issue.","Tant que vous terminez vos tâches à temps, je ne vois aucun problème.",,,"insofern = insofar as, in that respect, to that extent ● Subordinating conjunction","insofern = dans la mesure où, tant que ● Conjonctions de subordination",,
24,"_____ die Informationen korrekt sind, müssen wir unsere Strategie überdenken.",Insofern,Insofern,"Insofern die Informationen korrekt sind, müssen wir unsere Strategie überdenken.","Insofar as the information is correct, we need to rethink our strategy.","Dans la mesure où les informations sont correctes, nous devons repenser notre stratégie.",,,"insofern = insofar as, in that respect, to that extent ● Subordinating conjunction","insofern = dans la mesure où, tant que ● Conjonctions de subordination",,
24,"_____ er zustimmt, können wir mit dem Projekt fortfahren.",Insofern,Insofern,"Insofern er zustimmt, können wir mit dem Projekt fortfahren.","Insofar as he agrees, we can proceed with the project.","Dans la mesure où il est d’accord, nous pouvons procéder au projet.",,,"insofern = insofar as, in that respect, to that extent ● Subordinating conjunction","insofern = dans la mesure où, tant que ● Conjonctions de subordination",,
24,"_____ du interessiert bist, kann ich dir weitere Unterlagen zuschicken.",Insofern,Insofern,"Insofern du interessiert bist, kann ich dir weitere Unterlagen zuschicken.","Insofar as you're interested, I can send you more documents.","Dans la mesure où vous êtes intéressé, je peux vous envoyer plus de documents.",,,"insofern = insofar as, in that respect, to that extent ● Subordinating conjunction","insofern = dans la mesure où, tant que ● Conjonctions de subordination",,
24,"_____ hat sie recht, als dass die Risiken tatsächlich unterschätzt wurden.",Insofern,Insofern,"Insofern hat sie recht, als dass die Risiken tatsächlich unterschätzt wurden.",She is right insofar as the risks were indeed underestimated.,Elle a raison dans la mesure où les risques ont effectivement été sous-estimés.,,,"insofern = insofar as, in that respect, to that extent ● Subordinating conjunction","insofern = dans la mesure où, tant que ● Conjonctions de subordination",,
24,"_____ ich informiert bin, wird das neue Gesetz erst im kommenden Jahr in Kraft treten.",Soweit,Soweit,"Soweit ich informiert bin, wird das neue Gesetz erst im kommenden Jahr in Kraft treten.","As far as I am informed, the new law will only come into effect next year.","D’après ce que je sais, la nouvelle loi n’entrera en vigueur que l’année prochaine.",,,soweit = as far as ● Subordinating conjunction,"soweit = d'après ce que, en ce qui concerne ● Conjonctions de subordination",,
24,"_____ ich das beurteilen kann, hat das Team hervorragende Arbeit geleistet, obwohl die Bedingungen alles andere als ideal waren.",Soweit,Soweit,"Soweit ich das beurteilen kann, hat das Team hervorragende Arbeit geleistet, obwohl die Bedingungen alles andere als ideal waren.","As far as I can judge, the team did an excellent job despite the conditions being far from ideal.","D’après ce que j’ai pu en juger, l’équipe a fait un excellent travail malgré des conditions loin d’être idéales.",,,soweit = as far as ● Subordinating conjunction,"soweit = d'après ce que, en ce qui concerne ● Conjonctions de subordination",,
24,"_____ es mich betrifft, hätte das Projekt längst abgeschlossen sein müssen.",Soweit,Soweit,"Soweit es mich betrifft, hätte das Projekt längst abgeschlossen sein müssen.","As far as I’m concerned, the project should have been completed a long time ago.","Pour moi, le projet aurait dû être terminé depuis longtemps.",,,soweit = as far as ● Subordinating conjunction,"soweit = d'après ce que, en ce qui concerne ● Conjonctions de subordination",,
24,"Die Maßnahmen waren erfolgreich, _____ man das anhand der vorliegenden Daten sagen kann.",soweit,soweit,"Die Maßnahmen waren erfolgreich, soweit man das anhand der vorliegenden Daten sagen kann.","The measures were successful, as far as one can say based on the available data.","Les mesures ont été efficaces, d’après les données disponibles.",,,soweit = as far as ● Subordinating conjunction,"soweit = d'après ce que, en ce qui concerne ● Conjonctions de subordination",,
24,"_____ mir bekannt ist, hat die Firma keine Stellung zu den Vorwürfen genommen.",Soweit,Soweit,"Soweit mir bekannt ist, hat die Firma keine Stellung zu den Vorwürfen genommen.","As far as I know, the company has not commented on the accusations.","À ma connaissance, l’entreprise n’a pas commenté les accusations.",,,soweit = as far as ● Subordinating conjunction,"soweit = d'après ce que, en ce qui concerne ● Conjonctions de subordination",,
24,"Du kannst an der Konferenz teilnehmen, _____ du dich bis Freitag anmeldest.",sofern,sofern,"Du kannst an der Konferenz teilnehmen, sofern du dich bis Freitag anmeldest.","You can attend the conference, provided that you register by Friday.","Vous pouvez assister à la conférence, à condition de vous inscrire avant vendredi.",,,"sofern = provided, provided that ● Subordinating conjunction",sofern = à condition que ● Conjonctions de subordination,,
24,"_____ keine Einwände bestehen, beginnen wir mit der Umsetzung des Plans.",Sofern,Sofern,"Sofern keine Einwände bestehen, beginnen wir mit der Umsetzung des Plans.","Unless there are objections, we will begin implementing the plan.","À moins d’objections, nous commencerons à mettre en œuvre le plan.",,,"sofern = provided, provided that ● Subordinating conjunction",sofern = à condition que ● Conjonctions de subordination,,
24,"Die Garantie gilt nur, _____ das Gerät sachgemäß verwendet wurde.",sofern,sofern,"Die Garantie gilt nur, sofern das Gerät sachgemäß verwendet wurde.",The warranty is only valid provided that the device was used properly.,La garantie n'est valable qu'à condition que l'appareil ait été utilisé correctement.,,,"sofern = provided, provided that ● Subordinating conjunction",sofern = à condition que ● Conjonctions de subordination,,
24,"_____ es die Wetterbedingungen zulassen, wird das Event im Freien stattfinden.",Sofern,Sofern,"Sofern es die Wetterbedingungen zulassen, wird das Event im Freien stattfinden.","Provided that the weather permits, the event will take place outdoors.","Si le temps le permet, l'événement se déroulera en extérieur.",,,"sofern = provided, provided that ● Subordinating conjunction",sofern = à condition que ● Conjonctions de subordination,,
