exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
49,"_____ zeigte sich, dass die Umsetzung der Maßnahmen deutlich komplexer war als ursprünglich angenommen.",Vor Ort,"Vor Ort zeigte sich, dass die Umsetzung der Maßnahmen deutlich komplexer war als ursprünglich angenommen.","On site, it became clear that implementing the measures was significantly more complex than originally assumed.","Sur place, il est apparu que la mise en œuvre des mesures était nettement plus complexe que prévu.",vor ort = on site,vor ort = sur place,,
49,"Die Entscheidung wurde nicht im Büro getroffen, sondern _____ in enger Abstimmung mit den Beteiligten.",vor Ort,"Die Entscheidung wurde nicht im Büro getroffen, sondern vor Ort in enger Abstimmung mit den Beteiligten.",The decision was not made in the office but on site in close coordination with those involved.,"La décision n’a pas été prise au bureau, mais sur place en étroite concertation avec les parties concernées.",vor ort = on site,vor ort = sur place,,
49,"Die Probleme ließen sich nur _____ vollständig erfassen, da Berichte und Daten das Ausmaß nicht ausreichend widerspiegelten.",vor Ort,"Die Probleme ließen sich nur vor Ort vollständig erfassen, da Berichte und Daten das Ausmaß nicht ausreichend widerspiegelten.","The problems could only be fully understood on site, as reports and data did not sufficiently reflect their extent.","Les problèmes ne pouvaient être pleinement compris que sur place, car les rapports et les données n’en reflétaient pas suffisamment l’ampleur.",vor ort = on site,vor ort = sur place,,
49,"_____ wurde deutlich, dass technische Lösungen allein nicht ausreichen würden, um die strukturellen Defizite zu beheben.",Vor Ort,"Vor Ort wurde deutlich, dass technische Lösungen allein nicht ausreichen würden, um die strukturellen Defizite zu beheben.","On site, it became clear that technical solutions alone would not be sufficient to address the structural deficits.","Sur place, il est devenu clair que les solutions techniques seules ne suffiraient pas à corriger les déficits structurels.",vor ort = on site,vor ort = sur place,,
50,,jeweils,,"respectively, each","respectivement, chacun","jeweils = respectively, each","jeweils = respectivement, chacun",,
50,,nicht einmal,,not even,même pas,nicht einmal = not even,nicht einmal = même pas,,
50,,allzu,,"all too, excessively",bien trop,"allzu = all too, excessively",allzu = bien trop,,
50,,durchweg,,"consistently, throughout","globalement, dans l'ensemble","durchweg = consistently, throughout","durchweg = globalement, dans l'ensemble",,
50,,geradezu,,"downright, virtually, simply","tout simplement, carrément","geradezu = downright, virtually, simply","geradezu = tout simplement, carrément",,
50,,möglichst,,"as ... as possible, if possible","autant ... que possible, si possible","möglichst = as ... as possible, if possible","möglichst = autant ... que possible, si possible",,
50,,bestens,,"perfectly, ideally",parfaitement,"bestens = perfectly, ideally",bestens = parfaitement,,
50,,im Gegenzug,,"in return, in exchange","en échange, en contrepartie","im gegenzug = in return, in exchange","im gegenzug = en échange, en contrepartie",,
50,,standardmäßig,,by default,par défault,standardmäßig = by default,standardmäßig = par défault,,
51,Die Teilnehmer erhalten _____ ein Zertifikat nach Abschluss des Kurses.,jeweils,Die Teilnehmer erhalten jeweils ein Zertifikat nach Abschluss des Kurses.,The participants each receive a certificate after completing the course.,Chaque participant reçoit un certificat à l'issue de la formation.,"jeweils = respectively, each","jeweils = respectivement, chacun",,
51,"Es gibt drei Gruppen, und _____ eine Gruppe arbeitet an einem anderen Projekt.",jeweils,"Es gibt drei Gruppen, und jeweils eine Gruppe arbeitet an einem anderen Projekt.","There are three groups, and each group works on a different project.","Il y a trois groupes, et chaque groupe travaille sur un projet différent.","jeweils = respectively, each","jeweils = respectivement, chacun",,
51,Die Prüfungen finden _____ am Montag und Mittwoch statt.,jeweils,Die Prüfungen finden jeweils am Montag und Mittwoch statt.,"The exams take place on Monday and Wednesday, respectively.",Les examens auront lieu respectivement lundi et mercredi.,"jeweils = respectively, each","jeweils = respectivement, chacun",,
51,Jeder Kunde kann _____ nur ein Produkt kostenlos testen.,jeweils,Jeder Kunde kann jeweils nur ein Produkt kostenlos testen.,Each customer can test only one product for free.,Chaque client ne peut tester qu'un seul produit gratuitement.,"jeweils = respectively, each","jeweils = respectivement, chacun",,
51,Die Züge fahren _____ alle 30 Minuten vom Hauptbahnhof ab.,jeweils,Die Züge fahren jeweils alle 30 Minuten vom Hauptbahnhof ab.,The trains depart from the main station every 30 minutes.,Les trains partent de la gare principale toutes les 30 minutes.,"jeweils = respectively, each","jeweils = respectivement, chacun",,
51,"Er hat die Präsentation _____ vorbereitet, obwohl er seit Wochen davon wusste.",nicht einmal,"Er hat die Präsentation nicht einmal vorbereitet, obwohl er seit Wochen davon wusste.","He didn’t even prepare the presentation, although he had known about it for weeks.","Il n’a même pas préparé la présentation, alors qu’il était au courant depuis des semaines.",nicht einmal = not even,nicht einmal = même pas,,
51,"Sie konnte sich _____ entschuldigen, nachdem klar war, dass sie im Unrecht war.",nicht einmal,"Sie konnte sich nicht einmal entschuldigen, nachdem klar war, dass sie im Unrecht war.",She couldn’t even apologize once it was clear she was in the wrong.,Elle n’a même pas pu s’excuser une fois qu’il était clair qu’elle avait tort.,nicht einmal = not even,nicht einmal = même pas,,
51,"Wir hatten _____ genug Zeit, um die wichtigsten Punkte zu besprechen.",nicht einmal,"Wir hatten nicht einmal genug Zeit, um die wichtigsten Punkte zu besprechen.",We didn’t even have enough time to discuss the main points.,Nous n’avions même pas assez de temps pour discuter des points essentiels.,nicht einmal = not even,nicht einmal = même pas,,
51,"Der Vertrag wurde _____ gelesen, bevor er unterschrieben wurde.",nicht einmal,"Der Vertrag wurde nicht einmal gelesen, bevor er unterschrieben wurde.",The contract wasn’t even read before it was signed.,Le contrat n’a même pas été lu avant d’être signé.,nicht einmal = not even,nicht einmal = même pas,,
51,"Er hat _____ versucht zu verstehen, warum die Entscheidung getroffen wurde.",nicht einmal,"Er hat nicht einmal versucht zu verstehen, warum die Entscheidung getroffen wurde.",He didn’t even try to understand why the decision was made.,Il n’a même pas essayé de comprendre pourquoi la décision a été prise.,nicht einmal = not even,nicht einmal = même pas,,
51,"Die Ergebnisse der Studie waren _____ positiv, auch wenn einzelne Aspekte kritisch diskutiert wurden.",durchweg,"Die Ergebnisse der Studie waren durchweg positiv, auch wenn einzelne Aspekte kritisch diskutiert wurden.","The results of the study were consistently positive, even though some aspects were discussed critically.","Les résultats de l’étude ont été globalement positifs, même si certains aspects ont été discutés de manière critique.","durchweg = consistently, throughout","durchweg = globalement, dans l'ensemble",,
51,"Das Feedback der Kunden fiel _____ negativ aus, was eine grundlegende Überarbeitung des Konzepts erforderlich machte.",durchweg,"Das Feedback der Kunden fiel durchweg negativ aus, was eine grundlegende Überarbeitung des Konzepts erforderlich machte.","Customer feedback was consistently negative, which made a fundamental revision of the concept necessary.","Les retours des clients ont été globalement négatifs, ce qui a rendu nécessaire une révision fondamentale du concept.","durchweg = consistently, throughout","durchweg = globalement, dans l'ensemble",,
51,"Die Argumentation war _____ schlüssig, ließ jedoch wichtige Gegenpositionen außer Acht.",durchweg,"Die Argumentation war durchweg schlüssig, ließ jedoch wichtige Gegenpositionen außer Acht.",The argumentation was consistently coherent but ignored important opposing positions.,"L’argumentation était globalement cohérente, mais elle ignorait des positions opposées importantes.","durchweg = consistently, throughout","durchweg = globalement, dans l'ensemble",,
51,"Die Umsetzung der Maßnahmen verlief _____ effizient, obwohl die Rahmenbedingungen schwierig waren.",durchweg,"Die Umsetzung der Maßnahmen verlief durchweg effizient, obwohl die Rahmenbedingungen schwierig waren.","The implementation of the measures was consistently efficient, although the conditions were difficult.","La mise en œuvre des mesures s’est déroulée de manière efficace dans l’ensemble, bien que les conditions aient été difficiles.","durchweg = consistently, throughout","durchweg = globalement, dans l'ensemble",,
51,Die Berichterstattung war _____ einseitig und trug zur Polarisierung der öffentlichen Meinung bei.,durchweg,Die Berichterstattung war durchweg einseitig und trug zur Polarisierung der öffentlichen Meinung bei.,The reporting was consistently one-sided and contributed to the polarization of public opinion.,La couverture médiatique a été globalement unilatérale et a contribué à la polarisation de l’opinion publique.,"durchweg = consistently, throughout","durchweg = globalement, dans l'ensemble",,
51,Die Geschwindigkeit der Veränderungen ist _____ beeindruckend.,geradezu,Die Geschwindigkeit der Veränderungen ist geradezu beeindruckend.,The speed of the changes is downright impressive.,La rapidité des changements est tout simplement impressionnante.,"geradezu = downright, virtually, simply","geradezu = tout simplement, carrément",,
51,Seine Reaktion war _____ provokativ und verschärfte die ohnehin angespannte Situation.,geradezu,Seine Reaktion war geradezu provokativ und verschärfte die ohnehin angespannte Situation.,His reaction was downright provocative and exacerbated the already tense situation.,Sa réaction était carrément provocatrice et a aggravé une situation déjà tendue.,"geradezu = downright, virtually, simply","geradezu = tout simplement, carrément",,
51,Die Komplexität des Problems ist _____ überwältigend.,geradezu,Die Komplexität des Problems ist geradezu überwältigend.,The complexity of the problem is downright overwhelming.,La complexité du problème est tout simplement écrasante.,"geradezu = downright, virtually, simply","geradezu = tout simplement, carrément",,
51,"Das Ergebnis war _____ paradox, da die Maßnahme das Gegenteil des Beabsichtigten bewirkte.",geradezu,"Das Ergebnis war geradezu paradox, da die Maßnahme das Gegenteil des Beabsichtigten bewirkte.","The result was downright paradoxical, as the measure produced the opposite of what was intended.","Le résultat était carrément paradoxal, car la mesure a produit l’effet inverse de celui recherché.","geradezu = downright, virtually, simply","geradezu = tout simplement, carrément",,
51,"Seine Analyse war _____ brillant, auch wenn sie nicht alle Aspekte berücksichtigte.",geradezu,"Seine Analyse war geradezu brillant, auch wenn sie nicht alle Aspekte berücksichtigte.","His analysis was downright brilliant, even if it did not cover all aspects.","Son analyse était tout simplement brillante, même si elle ne prenait pas en compte tous les aspects.","geradezu = downright, virtually, simply","geradezu = tout simplement, carrément",,
51,"Du solltest _____ früh ankommen, um einen guten Platz zu bekommen.",möglichst,"Du solltest möglichst früh ankommen, um einen guten Platz zu bekommen.",You should arrive as early as possible to get a good seat.,Il est conseillé d'arriver le plus tôt possible pour avoir une bonne place.,"möglichst = as ... as possible, if possible","möglichst = autant ... que possible, si possible",,
51,Wir wollen die Aufgabe _____ schnell erledigen.,möglichst,Wir wollen die Aufgabe möglichst schnell erledigen.,We want to complete the task as quickly as possible.,Nous voulons terminer la tâche le plus rapidement possible.,"möglichst = as ... as possible, if possible","möglichst = autant ... que possible, si possible",,
51,"Versuche, den Text _____ genau zu übersetzen.",möglichst,"Versuche, den Text möglichst genau zu übersetzen.",Try to translate the text as accurately as possible.,Essayez de traduire le texte aussi précisément que possible.,"möglichst = as ... as possible, if possible","möglichst = autant ... que possible, si possible",,
51,Er möchte _____ wenig Geld für das Auto ausgeben.,möglichst,Er möchte möglichst wenig Geld für das Auto ausgeben.,He wants to spend as little money as possible on the car.,Il veut dépenser le moins d’argent possible pour la voiture.,"möglichst = as ... as possible, if possible","möglichst = autant ... que possible, si possible",,
51,_____ viele Teilnehmer sollten an der Umfrage teilnehmen.,Möglichst,Möglichst viele Teilnehmer sollten an der Umfrage teilnehmen.,As many participants as possible should take part in the survey.,Le plus grand nombre possible de participants doivent prendre part à l’enquête.,"möglichst = as ... as possible, if possible","möglichst = autant ... que possible, si possible",,
51,"_____ oft werden komplexe Probleme auf einfache Schlagworte reduziert, wodurch ihre eigentliche Tiefe verloren geht.",Allzu,"Allzu oft werden komplexe Probleme auf einfache Schlagworte reduziert, wodurch ihre eigentliche Tiefe verloren geht.","All too often, complex problems are reduced to simple slogans, which causes their true depth to be lost.","Trop souvent, des problèmes complexes sont réduits à de simples slogans, ce qui fait perdre leur véritable profondeur.","allzu = all too, excessively",allzu = bien trop,,
51,"Er war _____ bereit, die Verantwortung abzugeben, anstatt sich den Konsequenzen zu stellen.",allzu,"Er war allzu bereit, die Verantwortung abzugeben, anstatt sich den Konsequenzen zu stellen.",He was all too ready to relinquish responsibility instead of facing the consequences.,Il était bien trop prêt à se décharger de la responsabilité au lieu d’affronter les conséquences.,"allzu = all too, excessively",allzu = bien trop,,
51,_____ leicht übersieht man die langfristigen Folgen kurzfristiger Entscheidungen.,Allzu,Allzu leicht übersieht man die langfristigen Folgen kurzfristiger Entscheidungen.,"All too easily, one overlooks the long-term consequences of short-term decisions.",On néglige bien trop facilement les conséquences à long terme des décisions à court terme.,"allzu = all too, excessively",allzu = bien trop,,
51,"Die Debatte wurde _____ schnell emotional, sodass sachliche Argumente kaum noch Gehör fanden.",allzu,"Die Debatte wurde allzu schnell emotional, sodass sachliche Argumente kaum noch Gehör fanden.","The debate became emotional all too quickly, so that factual arguments hardly found any hearing.","Le débat est devenu bien trop rapidement émotionnel, si bien que les arguments rationnels ont à peine été entendus.","allzu = all too, excessively",allzu = bien trop,,
51,"Er vertraute _____ sehr auf statistische Modelle, ohne deren Grenzen ausreichend zu berücksichtigen.",allzu,"Er vertraute allzu sehr auf statistische Modelle, ohne deren Grenzen ausreichend zu berücksichtigen.",He relied all too heavily on statistical models without sufficiently taking their limitations into account.,Il s’est bien trop appuyé sur des modèles statistiques sans en considérer suffisamment les limites.,"allzu = all too, excessively",allzu = bien trop,,
51,Das Team ist _____ auf die bevorstehenden Herausforderungen vorbereitet.,bestens,Das Team ist bestens auf die bevorstehenden Herausforderungen vorbereitet.,The team is perfectly well prepared for the upcoming challenges.,L’équipe est parfaitement préparée aux défis à venir.,"bestens = perfectly, ideally",bestens = parfaitement,,
51,Er ist _____ mit den internen Abläufen vertraut und kann sofort Verantwortung übernehmen.,bestens,Er ist bestens mit den internen Abläufen vertraut und kann sofort Verantwortung übernehmen.,He is thoroughly familiar with the internal processes and can take responsibility immediately.,Il connaît parfaitement les processus internes et peut assumer des responsabilités immédiatement.,"bestens = perfectly, ideally",bestens = parfaitement,,
51,Die neuen Mitarbeiter wurden _____ in die Unternehmenskultur integriert.,bestens,Die neuen Mitarbeiter wurden bestens in die Unternehmenskultur integriert.,The new employees were very well integrated into the corporate culture.,Les nouveaux employés ont été très bien intégrés à la culture d’entreprise.,"bestens = perfectly, ideally",bestens = parfaitement,,
51,"Sie ist _____ darüber informiert, welche Risiken mit der Entscheidung verbunden sind.",bestens,"Sie ist bestens darüber informiert, welche Risiken mit der Entscheidung verbunden sind.",She is extremely well informed about the risks associated with the decision.,Elle est parfaitement informée des risques liés à la décision.,"bestens = perfectly, ideally",bestens = parfaitement,,
51,Das Konzept eignet sich _____ für eine langfristige strategische Ausrichtung.,bestens,Das Konzept eignet sich bestens für eine langfristige strategische Ausrichtung.,The concept is perfectly suited for a long-term strategic orientation.,Le concept se prête parfaitement à une orientation stratégique à long terme.,"bestens = perfectly, ideally",bestens = parfaitement,,
51,Das Unternehmen investierte in moderne Maschinen und erhielt _____ eine deutliche Produktivitätssteigerung.,im Gegenzug,Das Unternehmen investierte in moderne Maschinen und erhielt im Gegenzug eine deutliche Produktivitätssteigerung.,"The company invested in modern machinery and, in return, received a significant increase in productivity.","L'entreprise a investi dans des machines modernes et a obtenu, en contrepartie, une nette augmentation de sa productivité.","im gegenzug = in return, in exchange","im gegenzug = en échange, en contrepartie",,
51,"Er erklärte sich bereit, am Wochenende zu arbeiten, und durfte _____ einige zusätzliche Urlaubstage nehmen.",im Gegenzug,"Er erklärte sich bereit, am Wochenende zu arbeiten, und durfte im Gegenzug einige zusätzliche Urlaubstage nehmen.","He agreed to work at the weekend and, in return, was allowed to take a few additional vacation days.","Il a accepté de travailler le week-end et a pu, en contrepartie, prendre quelques jours de congé supplémentaires.","im gegenzug = in return, in exchange","im gegenzug = en échange, en contrepartie",,
51,"Die Universität gewährte ihr ein Stipendium; _____ verpflichtete sie sich, als Tutorin zu arbeiten.",im Gegenzug,"Die Universität gewährte ihr ein Stipendium; im Gegenzug verpflichtete sie sich, als Tutorin zu arbeiten.","The university granted her a scholarship; in return, she committed herself to working as a tutor.","L'université lui a accordé une bourse ; en contrepartie, elle s'est engagée à travailler comme tutrice.","im gegenzug = in return, in exchange","im gegenzug = en échange, en contrepartie",,
51,"Der Vermieter verzichtete auf die Mieterhöhung und erwartete _____, dass die Wohnung sorgfältig gepflegt würde.",im Gegenzug,"Der Vermieter verzichtete auf die Mieterhöhung und erwartete im Gegenzug, dass die Wohnung sorgfältig gepflegt würde.","The landlord waived the rent increase and, in return, expected the apartment to be looked after carefully.","Le propriétaire a renoncé à augmenter le loyer et attendait, en contrepartie, que l'appartement soit entretenu avec soin.","im gegenzug = in return, in exchange","im gegenzug = en échange, en contrepartie",,
51,Die beiden Unternehmen tauschten ihr technisches Wissen aus und erhielten _____ Zugang zu neuen Märkten.,im Gegenzug,Die beiden Unternehmen tauschten ihr technisches Wissen aus und erhielten im Gegenzug Zugang zu neuen Märkten.,"The two companies exchanged their technical expertise and, in return, gained access to new markets.","Les deux entreprises ont échangé leur savoir-faire technique et ont obtenu, en contrepartie, l'accès à de nouveaux marchés.","im gegenzug = in return, in exchange","im gegenzug = en échange, en contrepartie",,
51,Neue Benutzerkonten erhalten _____ nur eingeschränkte Zugriffsrechte.,standardmäßig,Neue Benutzerkonten erhalten standardmäßig nur eingeschränkte Zugriffsrechte.,New user accounts by default receive only limited access rights.,Les nouveaux comptes utilisateurs reçoivent par défaut uniquement des droits d'accès limités.,standardmäßig = by default,standardmäßig = par défault,,
51,Die Software speichert alle Dokumente _____ im PDF-Format.,standardmäßig,Die Software speichert alle Dokumente standardmäßig im PDF-Format.,The software by default saves all documents in PDF format.,Le logiciel enregistre par défaut tous les documents au format PDF.,standardmäßig = by default,standardmäßig = par défault,,
51,"_____ werden Benachrichtigungen per E-Mail versendet, können jedoch in den Einstellungen deaktiviert werden.",Standardmäßig,"Standardmäßig werden Benachrichtigungen per E-Mail versendet, können jedoch in den Einstellungen deaktiviert werden.","By default, notifications are sent by email, but they can be disabled in the settings.","Par défaut, les notifications sont envoyées par e-mail, mais elles peuvent être désactivées dans les paramètres.",standardmäßig = by default,standardmäßig = par défault,,
51,Das System aktiviert _____ die Zwei-Faktor-Authentifizierung für alle neuen Mitarbeitenden.,standardmäßig,Das System aktiviert standardmäßig die Zwei-Faktor-Authentifizierung für alle neuen Mitarbeitenden.,The system automatically by default enables two-factor authentication for all new employees.,Le système active par défaut l'authentification à deux facteurs pour tous les nouveaux employés.,standardmäßig = by default,standardmäßig = par défault,,
51,"Wenn keine Sprache ausgewählt wird, verwendet die Anwendung _____ Deutsch.",standardmäßig,"Wenn keine Sprache ausgewählt wird, verwendet die Anwendung standardmäßig Deutsch.","If no language is selected, the application by default uses German.","Si aucune langue n'est sélectionnée, l'application utilise par défaut l'allemand.",standardmäßig = by default,standardmäßig = par défault,,
52,,vorübergehend,,temporarily,temporairement,vorübergehend = temporarily,vorübergehend = temporairement,,
52,,erfolgreich,,successfully,avec succès,erfolgreich = successfully,erfolgreich = avec succès,,
52,,unabhängig,,independently,indépendamment,unabhängig = independently,unabhängig = indépendamment,,
52,,äußerst,,extremely,extrêmement,äußerst = extremely,äußerst = extrêmement,,
52,,übermäßig,,"excessively, overly","excessivement, trop","übermäßig = excessively, overly","übermäßig = excessivement, trop",,
52,,ursprünglich,,originally,à l'origine,ursprünglich = originally,ursprünglich = à l'origine,,
52,,objektiv,,objectively,objectivement,objektiv = objectively,objektiv = objectivement,,
52,,subjektiv,,subjectively,subjectivement,subjektiv = subjectively,subjektiv = subjectivement,,
52,,plötzlich,,"suddenly, all of a sudden","soudainement, tout à coup","plötzlich = suddenly, all of a sudden","plötzlich = soudainement, tout à coup",,
52,,ausschließlich,,exclusively,exclusivement,ausschließlich = exclusively,ausschließlich = exclusivement,,
52,,versehentlich,,"accidentally, inadvertently","accidentellement, par inadvertance","versehentlich = accidentally, inadvertently","versehentlich = accidentellement, par inadvertance",,
52,,freiwillig,,voluntarily,volontairement,freiwillig = voluntarily,freiwillig = volontairement,,
52,,vollständig,,"completely, fully",complètement,"vollständig = completely, fully",vollständig = complètement,,
52,,absichtlich,,"deliberately, intentionaly",délibérément,"absichtlich = deliberately, intentionaly",absichtlich = délibérément,,
52,,ausführlich,,"in detail, extensively","en détail, largement","ausführlich = in detail, extensively","ausführlich = en détail, largement",,
53,Die Filiale ist _____ geschlossen wegen Renovierungsarbeiten.,vorübergehend,Die Filiale ist vorübergehend geschlossen wegen Renovierungsarbeiten.,The branch is temporarily closed due to renovation work.,La succursale est temporairement fermée en raison de travaux de rénovation.,vorübergehend = temporarily,vorübergehend = temporairement,,
53,_____ arbeitet sie in einer anderen Abteilung.,Vorübergehend,Vorübergehend arbeitet sie in einer anderen Abteilung.,She is working in another department temporarily.,Elle travaille temporairement dans un autre service.,vorübergehend = temporarily,vorübergehend = temporairement,,
53,Der Zugang ist _____ nicht möglich.,vorübergehend,Der Zugang ist vorübergehend nicht möglich.,Access is temporarily unavailable.,L'accès est temporairement indisponible.,vorübergehend = temporarily,vorübergehend = temporairement,,
53,Das Unternehmen expandierte _____ in neue Märkte.,erfolgreich,Das Unternehmen expandierte erfolgreich in neue Märkte.,The company successfully expanded into new markets.,L’entreprise s’est développée avec succès sur de nouveaux marchés.,erfolgreich = successfully,erfolgreich = avec succès,,
53,Sie hat das Projekt _____ abgeschlossen.,erfolgreich,Sie hat das Projekt erfolgreich abgeschlossen.,She successfully completed the project.,Elle a mené le projet à bien avec succès.,erfolgreich = successfully,erfolgreich = avec succès,,
53,Das Team arbeitete _____ an der Umsetzung der Strategie.,erfolgreich,Das Team arbeitete erfolgreich an der Umsetzung der Strategie.,The team successfully worked on implementing the strategy.,L’équipe a travaillé avec succès à la mise en œuvre de la stratégie.,erfolgreich = successfully,erfolgreich = avec succès,,
53,Er arbeitet _____ von äußeren Einflüssen.,unabhängig,Er arbeitet unabhängig von äußeren Einflüssen.,He works independently of external influences.,Il travaille indépendamment des influences extérieures.,unabhängig = independently,unabhängig = indépendamment,,
53,Die Experten bewerten die Ergebnisse _____ voneinander.,unabhängig,Die Experten bewerten die Ergebnisse unabhängig voneinander.,The experts evaluate the results independently of each other.,Les experts évaluent les résultats indépendamment les uns des autres.,unabhängig = independently,unabhängig = indépendamment,,
53,Die Studie wurde _____ finanziert.,unabhängig,Die Studie wurde unabhängig finanziert.,The study was financed independently.,L’étude a été financée de manière indépendante.,unabhängig = independently,unabhängig = indépendamment,,
53,Das Hotel war _____ komfortabel und gut ausgestattet.,äußerst,Das Hotel war äußerst komfortabel und gut ausgestattet.,The hotel was extremely comfortable and well-equipped.,L'hôtel était extrêmement confortable et bien équipé.,äußerst = extremely,äußerst = extrêmement,,
53,Er ist ein _____ talentierter Musiker.,äußerst,Er ist ein äußerst talentierter Musiker.,He is an extremely talented musician.,C'est un musicien extrêmement talentueux.,äußerst = extremely,äußerst = extrêmement,,
53,Die Situation ist _____ kompliziert und erfordert eine schnelle Lösung.,äußerst,Die Situation ist äußerst kompliziert und erfordert eine schnelle Lösung.,The situation is extremely complicated and requires a quick solution.,La situation est extrêmement compliquée et nécessite une solution rapide.,äußerst = extremely,äußerst = extrêmement,,
53,Er trinkt _____ viel Kaffee und schläft deshalb schlecht.,übermäßig,Er trinkt übermäßig viel Kaffee und schläft deshalb schlecht.,He drinks an excessive amount of coffee and therefore sleeps poorly.,"Il boit une quantité excessive de café et, par conséquent, dort mal.","übermäßig = excessively, overly","übermäßig = excessivement, trop",,
53,"Das Essen war _____ salzig, sodass ich es kaum essen konnte.",übermäßig,"Das Essen war übermäßig salzig, sodass ich es kaum essen konnte.","The food was overly salty, so I could barely eat it.","La nourriture était beaucoup trop salée, je n'ai donc presque pas pu la manger.","übermäßig = excessively, overly","übermäßig = excessivement, trop",,
53,Sie macht sich _____ viele Sorgen über Kleinigkeiten.,übermäßig,Sie macht sich übermäßig viele Sorgen über Kleinigkeiten.,She worries excessively about small things.,Elle s'inquiète excessivement pour des broutilles.,"übermäßig = excessively, overly","übermäßig = excessivement, trop",,
53,"Ich komme _____ aus Berlin, lebe aber jetzt in Hamburg.",ursprünglich,"Ich komme ursprünglich aus Berlin, lebe aber jetzt in Hamburg.",I am originally from Berlin but now live in Hamburg.,Je suis originaire de Berlin mais je vis maintenant à Hambourg.,ursprünglich = originally,ursprünglich = à l'origine,,
53,"Das Gebäude war _____ eine Fabrik, bevor es renoviert wurde.",ursprünglich,"Das Gebäude war ursprünglich eine Fabrik, bevor es renoviert wurde.",The building was originally a factory before it was renovated.,Le bâtiment était à l'origine une usine avant d'être rénové.,ursprünglich = originally,ursprünglich = à l'origine,,
53,"_____ wollte er Medizin studieren, entschied sich aber für Jura.",Ursprünglich,"Ursprünglich wollte er Medizin studieren, entschied sich aber für Jura.","Originally, he wanted to study medicine but decided on law.","A l'origine, il voulait étudier la médecine mais il a opté pour le droit.",ursprünglich = originally,ursprünglich = à l'origine,,
53,_____ gesehen hat das Unternehmen in diesem Jahr weniger Gewinn gemacht.,Objektiv,Objektiv gesehen hat das Unternehmen in diesem Jahr weniger Gewinn gemacht.,"Objectively speaking, the company made less profit this year.","Objectivement parlant, l'entreprise a réalisé moins de bénéfices cette année.",objektiv = objectively,objektiv = objectivement,,
53,"Es ist schwer, in solchen Fällen _____ zu bleiben.",objektiv,"Es ist schwer, in solchen Fällen objektiv zu bleiben.",It’s hard to remain objective in such cases.,Il est difficile de rester objectif dans de tels cas.,objektiv = objectively,objektiv = objectivement,,
53,"Die Studie wurde _____ ausgewertet, ohne persönliche Meinungen einfließen zu lassen.",objektiv,"Die Studie wurde objektiv ausgewertet, ohne persönliche Meinungen einfließen zu lassen.","The study was evaluated objectively, without letting personal opinions affect it.","L'étude a été évaluée objectivement, sans que des opinions personnelles ne l'influencent.",objektiv = objectively,objektiv = objectivement,,
53,"_____ empfinde ich den Film als zu langatmig, obwohl er gute Kritiken bekommen hat.",Subjektiv,"Subjektiv empfinde ich den Film als zu langatmig, obwohl er gute Kritiken bekommen hat.","Subjectively, I find the film too tedious, even though it got good reviews.","Subjectivement, je trouve le film trop ennuyeux, même s'il a reçu de bonnes critiques.",subjektiv = subjectively,subjektiv = subjectivement,,
53,Man sollte bei der Beurteilung solcher Themen nicht nur _____ argumentieren.,subjektiv,Man sollte bei der Beurteilung solcher Themen nicht nur subjektiv argumentieren.,One shouldn't argue purely subjectively when evaluating such topics.,Il ne faut pas argumenter de manière purement subjective lorsqu'on aborde de tels sujets.,subjektiv = subjectively,subjektiv = subjectivement,,
53,Die Einschätzung des Risikos wurde teilweise _____ vorgenommen.,subjektiv,Die Einschätzung des Risikos wurde teilweise subjektiv vorgenommen.,The risk assessment was carried out subjectively in part.,L'évaluation des risques a été réalisée en partie de manière subjective.,subjektiv = subjectively,subjektiv = subjectivement,,
53,"Es wurde _____ dunkel, als die Sonne hinter den Wolken verschwand.",plötzlich,"Es wurde plötzlich dunkel, als die Sonne hinter den Wolken verschwand.",It suddenly became dark when the sun disappeared behind the clouds.,Il fit soudainement sombre lorsque le soleil disparut derrière les nuages.,"plötzlich = suddenly, all of a sudden","plötzlich = soudainement, tout à coup",,
53,"_____ begann es stark zu regnen, und wir mussten Schutz suchen.",Plötzlich,"Plötzlich begann es stark zu regnen, und wir mussten Schutz suchen.","Suddenly, it started to rain heavily, and we had to find shelter.","Soudain, il s’est mis à pleuvoir abondamment et nous avons dû trouver un abri.","plötzlich = suddenly, all of a sudden","plötzlich = soudainement, tout à coup",,
53,Er fühlte sich _____ schlecht und musste nach Hause gehen.,plötzlich,Er fühlte sich plötzlich schlecht und musste nach Hause gehen.,He suddenly felt unwell and had to go home.,Il s’est soudainement senti mal et a dû rentrer chez lui.,"plötzlich = suddenly, all of a sudden","plötzlich = soudainement, tout à coup",,
53,Dieses Angebot gilt _____ für neue Kunden.,ausschließlich,Dieses Angebot gilt ausschließlich für neue Kunden.,This offer is exclusively for new customers.,Cette offre est exclusivement réservée aux nouveaux clients.,ausschließlich = exclusively,ausschließlich = exclusivement,,
53,Er ernährt sich _____ von biologischen Lebensmitteln.,ausschließlich,Er ernährt sich ausschließlich von biologischen Lebensmitteln.,He eats exclusively organic food.,Il mange exclusivement des aliments biologiques.,ausschließlich = exclusively,ausschließlich = exclusivement,,
