Nr,level,level_verben,question,answer,case,german,english,complement
496,15,15 - 17,to say goodbye to,von,D,verabschieden,,
497,15,15 - 17,to transform into,in,A,verwandeln,,
498,15,15 - 17,to turn to,an,A,wenden,,
499,15,15 - 17,to bet on,um,A,wetten,,
500,15,15 - 17,to hesitate with,mit,D,zögern,,
501,15,15 - 17,to adjust to,an,A,anpassen,,
502,15,15 - 17,to get upset about,über,A,aufregen,,
503,15,15 - 17,to spend for,für,A,ausgeben,,
504,15,15 - 17,to designate as,als,A,bezeichnen,,
505,15,15 - 17,to get frightened by,über,A,erschrecken,,
506,15,15 - 17,to be scared of,vor,D,erschrecken,,
507,15,15 - 17,to protest against,gegen,A,protestieren,,
508,15,15 - 17,"to call, to phone with",mit,D,telefonieren,,
509,15,15 - 17,to talk with,mit,D,unterhalten,,
510,15,15 - 17,"to talk, converse about",über,A,unterhalten,,
511,15,15 - 17,to differentiate in,in,D,unterscheiden,,
512,15,15 - 17,to demand from,von,D,verlangen,,
513,15,15 - 17,to wonder about,über,A,wundern,,
514,16,,Sie bemüht sich _____ einen Studienplatz an einer renommierten Universität.,um,,Sie bemüht sich um einen Studienplatz an einer renommierten Universität.,She is striving for a place at a prestigious university.,bemühen
515,16,,Er bemüht sich _____ eine bessere Work-Life-Balance.,um,,Er bemüht sich um eine bessere Work-Life-Balance.,He strives for a better work-life balance.,bemühen
516,16,,Ich möchte mich herzlich _____ Ihre Unterstützung bedanken.,für,,Ich möchte mich herzlich für Ihre Unterstützung bedanken.,I would like to sincerely thank you for your support.,bedanken
517,16,,Er bedankte sich bei den Kollegen _____ die angenehme Zusammenarbeit.,für,,Er bedankte sich bei den Kollegen für die angenehme Zusammenarbeit.,He thanked his colleagues for the pleasant cooperation.,bedanken
518,16,,Ich bedanke mich _____ meinen Eltern für ihre Geduld.,bei,,Ich bedanke mich bei meinen Eltern für ihre Geduld.,I thank my parents for their patience.,bedanken
519,16,,Er bedankte sich _____ seinem Lehrer für die wertvollen Tipps.,bei,,Er bedankte sich bei seinem Lehrer für die wertvollen Tipps.,He thanked his teacher for the valuable tips.,bedanken
520,16,,Die Organisation engagiert sich _____ den Klimaschutz.,für,,Die Organisation engagiert sich für den Klimaschutz.,The organization is committed to climate protection.,engagieren
521,16,,Viele Jugendliche engagieren sich _____ soziale Projekte.,für,,Viele Jugendliche engagieren sich für soziale Projekte.,Many young people are committed to social projects.,engagieren
522,16,,Sie ist _____ eine schwierige Situation geraten.,in,,Sie ist in eine schwierige Situation geraten.,She got into a difficult situation.,geraten
523,16,,Er ist _____ finanzielle Schwierigkeiten geraten.,in,,Er ist in finanzielle Schwierigkeiten geraten.,He got into financial trouble.,geraten
524,16,,Ich habe mich schnell _____ das neue Klima gewöhnt.,an,,Ich habe mich schnell an das neue Klima gewöhnt.,I quickly got used to the new climate.,gewöhnen
525,16,,"Es ist nicht leicht, sich _____ die Zeitumstellung zu gewöhnen.",an,,"Es ist nicht leicht, sich an die Zeitumstellung zu gewöhnen.",It's not easy to get used to the time change.,gewöhnen
526,16,,Der Jäger schoss _____ den Hirsch.,auf,,Der Jäger schoss auf den Hirsch.,The hunter shot at the deer.,schießen
527,16,,"Er schoss _____ das Tor, aber der Ball ging vorbei.",auf,,"Er schoss auf das Tor, aber der Ball ging vorbei.","He shot at the goal, but the ball missed.",schießen
528,16,,Er verabschiedete sich _____ seinen Freunden am Bahnhof.,von,,Er verabschiedete sich von seinen Freunden am Bahnhof.,He said goodbye to his friends at the train station.,verabschieden
529,16,,Wir haben uns herzlich _____ den Gastgebern verabschiedet.,von,,Wir haben uns herzlich von den Gastgebern verabschiedet.,We said a warm goodbye to the hosts.,verabschieden
530,16,,Das Unternehmen hat sich _____ einen globalen Konzern verwandelt.,in,,Das Unternehmen hat sich in einen globalen Konzern verwandelt.,The company has transformed into a global corporation.,verwandeln
531,16,,Er hat das alte Haus _____ ein modernes Kunstwerk verwandelt.,in,,Er hat das alte Haus in ein modernes Kunstwerk verwandelt.,He transformed the old house into a modern piece of art.,verwandeln
532,16,,Ich habe mich _____ die Kundenbetreuung gewendet.,an,,Ich habe mich an die Kundenbetreuung gewendet.,I contacted customer service.,wenden
533,16,,Er wendete sich mit seiner Frage _____ den Professor.,an,,Er wendete sich mit seiner Frage an den Professor.,He turned to the professor with his question.,wenden
534,16,,"Er wettete _____ 50 Euro, dass sein Team gewinnen würde.",um,,"Er wettete um 50 Euro, dass sein Team gewinnen würde.",He bet 50 euros that his team would win.,wetten
535,16,,Wir haben _____ eine Runde Getränke gewettet.,um,,Wir haben um eine Runde Getränke gewettet.,We bet on a round of drinks.,wetten
536,16,,"Sie zögerte _____ ihrer Antwort, weil sie unsicher war.",mit,,"Sie zögerte mit ihrer Antwort, weil sie unsicher war.",She hesitated with her answer because she was uncertain.,zögern
537,16,,"Er zögert _____ der Entscheidung, weil er noch mehr Informationen braucht.",mit,,"Er zögert mit der Entscheidung, weil er noch mehr Informationen braucht.",He hesitates with the decision because he needs more information.,zögern
538,16,,Ich habe mich schnell _____ die neue Umgebung angepasst.,an,,Ich habe mich schnell an die neue Umgebung angepasst.,I quickly adapted to the new environment.,
539,16,,Sie passt sich _____ die Regeln der Firma an.,an,,Sie passt sich an die Regeln der Firma an.,She adapts to the company’s rules.,
540,16,,Er regt sich _____ jede Kleinigkeit auf.,über,,Er regt sich über jede Kleinigkeit auf.,He gets upset about every little thing.,
541,16,,Ich rege mich _____ den Lärm auf.,über,,Ich rege mich über den Lärm auf.,I get annoyed about the noise.,
542,16,,Sie gibt viel Geld _____ Kleidung aus.,für,,Sie gibt viel Geld für Kleidung aus.,She spends a lot of money on clothes.,
543,16,,Ich möchte nicht so viel _____ das Essen ausgeben.,für,,Ich möchte nicht so viel für das Essen ausgeben.,I don't want to spend so much on food.,
544,16,,Er bezeichnet sich _____ Experten.,als,,Er bezeichnet sich als Experten.,He refers to himself as an expert.,
545,16,,Das kann man _____ Erfolg bezeichnen.,als,,Das kann man als Erfolg bezeichnen.,You can describe that as a success.,
546,16,,Ich habe mich _____ die Nachricht erschreckt.,über,,Ich habe mich über die Nachricht erschreckt.,I was shocked by the news.,
547,16,,Sie erschreckte _____ den plötzlichen Knall.,über,,Sie erschreckte über den plötzlichen Knall.,She was startled by the sudden bang.,
548,16,,Ich erschrecke _____ Spinnen.,vor,,Ich erschrecke vor Spinnen.,I get scared of spiders.,
549,16,,Das Kind erschrak _____ dem Hund.,vor,,Das Kind erschrak vor dem Hund.,The child was frightened of the dog.,
550,16,,Viele Menschen protestieren _____ die Entscheidung.,gegen,,Viele Menschen protestieren gegen die Entscheidung.,Many people protest against the decision.,
551,16,,Die Schüler protestierten _____ die neuen Regeln.,gegen,,Die Schüler protestierten gegen die neuen Regeln.,The students protested against the new rules.,
552,16,,Ich telefoniere gerade _____ meinem Kollegen.,mit,,Ich telefoniere gerade mit meinem Kollegen.,I’m on the phone with my colleague right now.,
553,16,,Sie telefoniert oft _____ ihrer Mutter.,mit,,Sie telefoniert oft mit ihrer Mutter.,She often talks on the phone with her mother.,
554,16,,Wir unterhalten uns _____ dem Nachbarn.,mit,,Wir unterhalten uns mit dem Nachbarn.,We are chatting with the neighbor.,
555,16,,Ich habe mich lange _____ ihm unterhalten.,mit,,Ich habe mich lange mit ihm unterhalten.,I had a long conversation with him.,
556,16,,Sie unterhalten sich _____ Politik.,über,,Sie unterhalten sich über Politik.,They are talking about politics.,
557,16,,Wir haben uns _____ das Konzert unterhalten.,über,,Wir haben uns über das Konzert unterhalten.,We talked about the concert.,
558,16,,Man kann die Tiere _____ Gruppen unterscheiden.,in,,Man kann die Tiere in Gruppen unterscheiden.,You can distinguish the animals into groups.,
559,16,,Die Produkte unterscheiden sich _____ Qualität und Preis.,in,,Die Produkte unterscheiden sich in Qualität und Preis.,The products differ in quality and price.,
560,16,,Er verlangt Respekt _____ seinen Mitarbeitern.,von,,Er verlangt Respekt von seinen Mitarbeitern.,He demands respect from his employees.,
561,16,,Ich verlange eine Erklärung _____ dir.,von,,Ich verlange eine Erklärung von dir.,I demand an explanation from you.,
562,16,,Ich wundere mich _____ seine Entscheidung.,über,,Ich wundere mich über seine Entscheidung.,I’m surprised by his decision.,
563,16,,Sie wunderte sich _____ das Ergebnis.,über,,Sie wunderte sich über das Ergebnis.,She was amazed by the result.,
564,17,11 - 13,to apply to,für,A,gelten,,
565,17,11 - 13,to be considered as,als,N,gelten,,
566,17,11 - 13,to inform oneself about,über,A,informieren,,
567,17,11 - 13,to inform at,bei,D,informieren,,
568,17,11 - 13,to count on,mit,D,rechnen,,
569,17,11 - 13,to force to,zu,D,zwingen,,
570,17,11 - 13,to advocate for,für,A,einsetzen,,
571,17,1 - 3,"to take for, to consider as",für,A,halten,,
572,17,1 - 3,to think of / regard,von,D,halten,,
573,17,1 - 3,to adhere to,an,A,halten,,
574,17,5 - 7,"to assume, to come from",von,D,ausgehen,,
575,17,1 - 3,to send something to,an,A,schicken,,
576,17,1 - 3,to send someone to,zu,D,schicken,,
577,17,11 - 13,to report on (something objective),über,A,berichten,,
578,17,11 - 13,"to report on (something personal, an experience)",von,D,berichten,,
579,17,5 - 7,"to serve to, to serve for",zu,D,dienen,,
580,17,5 - 7,to serve as,als,D,dienen,,
581,17,15 - 17,to be suitable for (a concrete goal or group),für,A,eignen,,
582,17,15 - 17,to be suitable for (an abstract function),zu,D,eignen,,
583,17,1 - 3,to play for,um,A,spielen,,
584,18,,Die neuen Regeln gelten _____ alle Mitarbeiter.,für,,Die neuen Regeln gelten für alle Mitarbeiter.,The new rules apply to all employees.,gelten
585,18,,Das Angebot gilt nur _____ kurze Zeit.,für,,Das Angebot gilt nur für kurze Zeit.,The offer is valid for a short time only.,gelten
586,18,,Er gilt _____ Experte auf diesem Gebiet.,als,,Er gilt als Experte auf diesem Gebiet.,He is considered an expert in this field.,gelten
587,18,,Das Buch gilt _____ Klassiker der deutschen Literatur.,als,,Das Buch gilt als Klassiker der deutschen Literatur.,The book is considered a classic of German literature.,gelten
588,18,,Der Arzt informierte den Patienten _____ die Risiken der Operation.,über,,Der Arzt informierte den Patienten über die Risiken der Operation.,The doctor informed the patient about the risks of the operation.,informieren
589,18,,Wir wurden _____ die neuen Regelungen informiert.,über,,Wir wurden über die neuen Regelungen informiert.,We were informed about the new regulations.,informieren
590,18,,Er informierte sich _____ der Bank über die aktuellen Zinssätze.,bei,,Er informierte sich bei der Bank über die aktuellen Zinssätze.,He inquired at the bank about the current interest rates.,informieren
591,18,,Ich habe mich _____ meinem Chef über das neue Projekt informiert.,bei,,Ich habe mich bei meinem Chef über das neue Projekt informiert.,I informed myself about the new project from my boss.,informieren
592,18,,Ich rechne _____ einem Anruf von ihm.,mit,,Ich rechne mit einem Anruf von ihm.,I am expecting a call from him.,rechnen
593,18,,Wir rechnen _____ einer baldigen Entscheidung.,mit,,Wir rechnen mit einer baldigen Entscheidung.,We are expecting a decision soon.,rechnen
594,18,,Die Situation zwang uns _____ einer schnellen Entscheidung.,zu,,Die Situation zwang uns zu einer schnellen Entscheidung.,The situation forced us to make a quick decision.,zwingen
595,18,,"Er wurde _____ gezwungen, seine Meinung zu ändern.",dazu,,"Er wurde dazu gezwungen, seine Meinung zu ändern.",He was forced to change his opinion.,zwingen
596,18,,Wir setzen uns _____ bessere Bedingungen ein.,für,,Wir setzen uns für bessere Bedingungen ein.,We advocate for better conditions.,einsetzen
597,18,,Er setzt sich _____ den Umweltschutz ein.,für,,Er setzt sich für den Umweltschutz ein.,He is committed to environmental protection.,einsetzen
598,18,,Ich halte ihn _____ sehr intelligent.,für,,Ich halte ihn für sehr intelligent.,I consider him to be very intelligent.,halten
599,18,,Viele Menschen halten dieses Buch _____ ein Meisterwerk.,für,,Viele Menschen halten dieses Buch für ein Meisterwerk.,Many people consider this book a masterpiece.,halten
600,18,,Was hältst du _____ ihrem neuen Freund?,von,,Was hältst du von ihrem neuen Freund?,What do you think of her new boyfriend?,halten
601,18,,Ich halte nicht viel _____ solchen Versprechen.,von,,Ich halte nicht viel von solchen Versprechen.,I don't think much of such promises.,halten
602,18,,Er hält sich immer _____ die Regeln.,an,,Er hält sich immer an die Regeln.,He always sticks to the rules.,halten
603,18,,Du musst dich _____ die Vereinbarung halten.,an,,Du musst dich an die Vereinbarung halten.,You have to stick to the agreement.,halten
604,18,,"Wir gehen _____ aus, dass er pünktlich kommt.",davon,,"Wir gehen davon aus, dass er pünktlich kommt.",We assume that he will arrive on time.,ausgehen
605,18,,"Ich gehe _____ aus, dass du mir hilfst.",davon,,"Ich gehe davon aus, dass du mir hilfst.",I assume that you will help me.,ausgehen
606,18,,Ich habe die Unterlagen _____ die Personalabteilung geschickt.,an,,Ich habe die Unterlagen an die Personalabteilung geschickt.,I sent the documents to the HR department.,schicken
607,18,,Bitte schick die Einladung _____ alle Teilnehmer.,an,,Bitte schick die Einladung an alle Teilnehmer.,Please send the invitation to all participants.,schicken
608,18,,Der Lehrer hat ihn _____ der Schulleitung geschickt.,zu,,Der Lehrer hat ihn zu der Schulleitung geschickt.,The teacher sent him to the school administration.,schicken
609,18,,Meine Mutter hat mich _____ dem Einkaufen geschickt.,zu,,Meine Mutter hat mich zu dem Einkaufen geschickt.,My mother sent me to do the shopping.,schicken
610,18,,Sie berichtete _____ ihren Erlebnissen während des Auslandssemesters.,von,,Sie berichtete von ihren Erlebnissen während des Auslandssemesters.,She talked about her experiences during the semester abroad.,berichten
611,18,,Er hat _____ seinem ersten Arbeitstag berichtet.,von,,Er hat von seinem ersten Arbeitstag berichtet.,He reported on his first day at work.,berichten
612,18,,Die Medien berichten ausführlich _____ den aktuellen Konflikt.,über,,Die Medien berichten ausführlich über den aktuellen Konflikt.,The media report extensively on the current conflict.,berichten
613,18,,Die Zeugin berichtete _____ den Unfallhergang.,über,,Die Zeugin berichtete über den Unfallhergang.,The witness reported on how the accident happened.,berichten
614,18,,Das Praktikum dient _____ Einstieg in die Berufswelt.,als,,Das Praktikum dient als Einstieg in die Berufswelt.,The internship serves as an entry into professional life.,dienen
615,18,,Dieses Gebäude diente früher _____ Krankenhaus.,als,,Dieses Gebäude diente früher als Krankenhaus.,This building used to serve as a hospital.,dienen
616,18,,Die Statistik dient _____ einer besseren Entscheidungsfindung.,zu,,Die Statistik dient zu einer besseren Entscheidungsfindung.,The statistics serve to support better decision-making.,dienen
617,18,,Das neue System soll _____ der Effizienzsteigerung dienen.,zu,,Das neue System soll zu der Effizienzsteigerung dienen.,The new system is intended to serve for increasing efficiency.,dienen
618,18,,Dieses Programm eignet sich _____ fortgeschrittene Nutzer.,für,,Dieses Programm eignet sich für fortgeschrittene Nutzer.,This program is suitable for advanced users.,eignen
619,18,,Die Methode eignet sich gut _____ den Einsatz im Unterricht.,für,,Die Methode eignet sich gut für den Einsatz im Unterricht.,The method is well suited for use in class.,eignen
620,18,,Dieses Holz eignet sich nicht _____ dem Möbelbau.,zu,,Dieses Holz eignet sich nicht zu dem Möbelbau.,This wood is not suitable for making furniture.,eignen
621,18,,Die App eignet sich hervorragend _____ dem Lernen unterwegs.,zu,,Die App eignet sich hervorragend zu dem Lernen unterwegs.,The app is perfectly suited for learning on the go.,eignen
622,18,,Beide Mannschaften spielen _____ den Einzug ins Finale.,um,,Beide Mannschaften spielen um den Einzug ins Finale.,Both teams are playing for a spot in the final.,spielen
623,18,,Er spielt _____ eine hohe Geldsumme im Casino.,um,,Er spielt um eine hohe Geldsumme im Casino.,He is playing for a large amount of money at the casino.,spielen
624,19,,the anger about,über,,der Ärger,,
625,19,,the joy about,über,,die Freude,,
626,19,,the happiness about,über,,das Glück,,
627,19,,the argument about,über,,der Streit,,
628,19,,the grief about,über,,die Trauer,,
629,19,,the fear for,um,,die Angst,,
630,19,,the effort for,um,,das Bemühen,,
631,19,,the application for,um,,die Bewerbung,,
632,19,,the answer to,auf,,die Antwort,,
633,19,,the application to,auf,,die Bewerbung,,
634,19,,the concentration on,auf,,die Konzentration,,
635,19,,the reaction to,auf,,die Reaktion,,
636,19,,the thanks for,für,,der Dank,,
637,19,,the decision for,für,,die Entscheidung,,
638,19,,the decision against,gegen,,die Entscheidung,,
639,19,,the fight against,gegen,,der Kampf,,
640,19,,the call to,bei,,der Anruf,,
641,19,,the work at,bei,,die Arbeit,,
642,19,,the debate with,mit,,die Debatte,,
643,19,,the discussion with,mit,,die Diskussion,,
644,19,,the friendship with,mit,,die Freundschaft,,
645,19,,the question about,nach,,die Frage,,
646,19,,the search for,nach,,die Suche,,
647,19,,the thought of,an,,der Gedanke,,
648,19,,the memory of,an,,die Erinnerung,,
649,19,,the trust in,auf,,das Vertrauen,,
650,19,,the translation into,in,,die Übersetzung,,
651,19,,the dream of,von,,der Traum,,
652,19,,the fear of,vor,,die Angst,,
653,19,,the invitation to,zu,,die Einladung,,
654,20,,Der Ärger _____ die neue Regelung wächst täglich.,über,,Der Ärger über die neue Regelung wächst täglich.,The anger about the new regulation grows daily.,Ärger
655,20,,Ihr Ärger _____ die Verzögerungen war deutlich zu spüren.,über,,Ihr Ärger über die Verzögerungen war deutlich zu spüren.,Her anger about the delays was clearly noticeable.,Ärger
656,20,,Die Freude _____ den Gewinn war riesig.,über,,Die Freude über den Gewinn war riesig.,The joy about the win was enormous.,Freude
657,20,,Seine Freude _____ die Überraschung war nicht zu übersehen.,über,,Seine Freude über die Überraschung war nicht zu übersehen.,His joy about the surprise was unmistakable.,Freude
658,20,,Ihr Glück _____ die gute Nachricht war ansteckend.,über,,Ihr Glück über die gute Nachricht war ansteckend.,Her happiness about the good news was contagious.,Glück
659,20,,Das Glück _____ den gelungenen Abschluss konnte er nicht verbergen.,über,,Das Glück über den gelungenen Abschluss konnte er nicht verbergen.,He could not hide his happiness about the successful conclusion.,Glück
660,20,,Der Streit _____ das Budget dauerte Stunden.,über,,Der Streit über das Budget dauerte Stunden.,The argument about the budget lasted for hours.,Streit
661,20,,Ihr Streit _____ die Zukunftspläne endete ohne Ergebnis.,über,,Ihr Streit über die Zukunftspläne endete ohne Ergebnis.,Their argument about future plans ended without a result.,Streit
662,20,,Die Trauer _____ den Verlust war überall spürbar.,über,,Die Trauer über den Verlust war überall spürbar.,The grief over the loss was palpable everywhere.,Trauer
663,20,,Seine Trauer _____ den Tod seines Freundes war tief.,über,,Seine Trauer über den Tod seines Freundes war tief.,His grief over the death of his friend was profound.,Trauer
664,20,,Die Angst _____ die Sicherheit der Kinder war groß.,um,,Die Angst um die Sicherheit der Kinder war groß.,The fear for the safety of the children was significant.,Angst
665,20,,Ihre Angst _____ die Gesundheit ihrer Familie ließ sie nicht los.,um,,Ihre Angst um die Gesundheit ihrer Familie ließ sie nicht los.,Her fear for her family's health didn't leave her.,Angst
666,20,,Das Bemühen _____ eine Lösung war spürbar.,um,,Das Bemühen um eine Lösung war spürbar.,The effort to find a solution was noticeable.,Bemühen
667,20,,Ihr Bemühen _____ Gerechtigkeit beeindruckte viele.,um,,Ihr Bemühen um Gerechtigkeit beeindruckte viele.,Her effort for justice impressed many.,Bemühen
668,20,,Seine Bewerbung _____ die Stelle wurde akzeptiert.,um,,Seine Bewerbung um die Stelle wurde akzeptiert.,His application for the position was accepted.,Bewerbung
669,20,,Die Bewerbung _____ ein Stipendium ist eingereicht.,um,,Die Bewerbung um ein Stipendium ist eingereicht.,The application for a scholarship has been submitted.,Bewerbung
670,20,,Die Antwort _____ seine Frage war überraschend.,auf,,Die Antwort auf seine Frage war überraschend.,The answer to his question was surprising.,Antwort
671,20,,Ihre Antwort _____ die Kritik war sehr professionell.,auf,,Ihre Antwort auf die Kritik war sehr professionell.,Her response to the criticism was very professional.,Antwort
672,20,,Die Bewerbung _____ diese Stelle war ein Erfolg.,auf,,Die Bewerbung auf diese Stelle war ein Erfolg.,The application for this position was a success.,Bewerbung
673,20,,Seine Bewerbung _____ das Praktikum wurde akzeptiert.,auf,,Seine Bewerbung auf das Praktikum wurde akzeptiert.,His application for the internship was accepted.,Bewerbung
674,20,,Die Konzentration _____ die Aufgabe ist entscheidend.,auf,,Die Konzentration auf die Aufgabe ist entscheidend.,Concentration on the task is crucial.,Konzentration
675,20,,Ihre Konzentration _____ die Prüfungsvorbereitung war beeindruckend.,auf,,Ihre Konzentration auf die Prüfungsvorbereitung war beeindruckend.,Her focus on exam preparation was impressive.,Konzentration
676,20,,Die Reaktion _____ die neuen Regeln war positiv.,auf,,Die Reaktion auf die neuen Regeln war positiv.,The reaction to the new rules was positive.,Reaktion
677,20,,Seine Reaktion _____ den Vorschlag war unerwartet.,auf,,Seine Reaktion auf den Vorschlag war unerwartet.,His reaction to the proposal was unexpected.,Reaktion
678,20,,Der Dank _____ ihre Hilfe war ehrlich und herzlich.,für,,Der Dank für ihre Hilfe war ehrlich und herzlich.,The gratitude for her help was sincere and heartfelt.,Dank
679,20,,Sein Dank _____ die Unterstützung wurde mit einem Geschenk ausgedrückt.,für,,Sein Dank für die Unterstützung wurde mit einem Geschenk ausgedrückt.,His gratitude for the support was expressed with a gift.,Dank
680,20,,Die Entscheidung _____ den Umzug fiel schwer.,für,,Die Entscheidung für den Umzug fiel schwer.,The decision to move was difficult.,Entscheidung
681,20,,Ihre Entscheidung _____ das Studium wurde gut überlegt.,für,,Ihre Entscheidung für das Studium wurde gut überlegt.,Her decision to study was well-considered.,Entscheidung
682,20,,Die Entscheidung _____ den Vorschlag fiel einstimmig aus.,gegen,,Die Entscheidung gegen den Vorschlag fiel einstimmig aus.,The decision against the proposal was unanimous.,Entscheidung
683,20,,Seine Entscheidung _____ das Angebot überraschte alle.,gegen,,Seine Entscheidung gegen das Angebot überraschte alle.,His decision against the offer surprised everyone.,Entscheidung
684,20,,Der Kampf _____ Diskriminierung dauert an.,gegen,,Der Kampf gegen Diskriminierung dauert an.,The fight against discrimination continues.,Kampf
685,20,,Ihr Kampf _____ die Ungerechtigkeit inspirierte viele.,gegen,,Ihr Kampf gegen die Ungerechtigkeit inspirierte viele.,Her fight against injustice inspired many.,Kampf
686,20,,Der Anruf _____ der Hotline brachte schnelle Hilfe.,bei,,Der Anruf bei der Hotline brachte schnelle Hilfe.,The call to the hotline brought quick help.,Anruf
687,20,,Sein Anruf _____ der Firma wurde freundlich beantwortet.,bei,,Sein Anruf bei der Firma wurde freundlich beantwortet.,His call to the company was answered kindly.,Anruf
688,20,,Die Arbeit _____ diesem Unternehmen ist sehr anspruchsvoll.,bei,,Die Arbeit bei diesem Unternehmen ist sehr anspruchsvoll.,The work at this company is very demanding.,Arbeit
689,20,,Seine Arbeit _____ der Bank dauert schon zehn Jahre.,bei,,Seine Arbeit bei der Bank dauert schon zehn Jahre.,His work at the bank has already lasted ten years.,Arbeit
690,20,,Die Debatte _____ dem Experten war aufschlussreich.,mit,,Die Debatte mit dem Experten war aufschlussreich.,The debate with the expert was insightful.,Debatte
691,20,,Ihre Debatte _____ dem Politiker war spannend.,mit,,Ihre Debatte mit dem Politiker war spannend.,Her debate with the politician was exciting.,Debatte
692,20,,Die Diskussion _____ den Kollegen führte zu neuen Ideen.,mit,,Die Diskussion mit den Kollegen führte zu neuen Ideen.,The discussion with the colleagues led to new ideas.,Diskussion
693,20,,Seine Diskussion _____ dem Chef war produktiv.,mit,,Seine Diskussion mit dem Chef war produktiv.,His discussion with the boss was productive.,Diskussion
694,20,,Die Freundschaft _____ ihr war ihm sehr wichtig.,mit,,Die Freundschaft mit ihr war ihm sehr wichtig.,The friendship with her was very important to him.,Freundschaft
695,20,,Seine Freundschaft _____ dem Nachbarn wurde immer enger.,mit,,Seine Freundschaft mit dem Nachbarn wurde immer enger.,His friendship with the neighbor grew closer.,Freundschaft
696,20,,Die Frage _____ der Zukunft des Projekts bleibt offen.,nach,,Die Frage nach der Zukunft des Projekts bleibt offen.,The question about the project's future remains open.,Frage
697,20,,Seine Frage _____ den Details wurde klar beantwortet.,nach,,Seine Frage nach den Details wurde klar beantwortet.,His question about the details was answered clearly.,Frage
698,20,,Die Suche _____ einem passenden Kandidaten dauert an.,nach,,Die Suche nach einem passenden Kandidaten dauert an.,The search for a suitable candidate continues.,Suche
699,20,,Ihre Suche _____ einer neuen Wohnung war erfolgreich.,nach,,Ihre Suche nach einer neuen Wohnung war erfolgreich.,Her search for a new apartment was successful.,Suche
700,20,,Der Gedanke _____ die Prüfung macht ihn nervös.,an,,Der Gedanke an die Prüfung macht ihn nervös.,The thought of the exam makes him nervous.,Gedanke
701,20,,Ihr Gedanke _____ die gemeinsame Zeit machte sie glücklich.,an,,Ihr Gedanke an die gemeinsame Zeit machte sie glücklich.,Her thought of the time together made her happy.,Gedanke
702,20,,Die Erinnerung _____ den Urlaub bleibt unvergesslich.,an,,Die Erinnerung an den Urlaub bleibt unvergesslich.,The memory of the vacation remains unforgettable.,Erinnerung
703,20,,Seine Erinnerung _____ die Kindheit ist voller Freude.,an,,Seine Erinnerung an die Kindheit ist voller Freude.,His memory of childhood is full of joy.,Erinnerung
704,20,,Das Vertrauen _____ seine Erfahrung ist groß.,auf,,Das Vertrauen auf seine Erfahrung ist groß.,The trust in his experience is strong.,Vertrauen
705,20,,Ihr Vertrauen _____ das Team motiviert alle.,auf,,Ihr Vertrauen auf das Team motiviert alle.,Her trust in the team motivates everyone.,Vertrauen
706,20,,Die Übersetzung _____ mehrere Sprachen ist geplant.,in,,Die Übersetzung in mehrere Sprachen ist geplant.,The translation into several languages is planned.,Übersetzung
707,20,,Seine Übersetzung _____ das Deutsche war sehr präzise.,in,,Seine Übersetzung in das Deutsche war sehr präzise.,His translation into German was very precise.,Übersetzung
708,20,,Der Traum _____ einer besseren Welt verbindet uns alle.,von,,Der Traum von einer besseren Welt verbindet uns alle.,The dream of a better world connects us all.,Traum
709,20,,Ihr Traum _____ einem eigenen Haus wurde wahr.,von,,Ihr Traum von einem eigenen Haus wurde wahr.,Her dream of owning a house came true.,Traum
710,20,,Die Angst _____ Veränderung hielt ihn zurück.,vor,,Die Angst vor Veränderung hielt ihn zurück.,The fear of change held him back.,Angst
711,20,,Ihre Angst _____ dem Scheitern war unbegründet.,vor,,Ihre Angst vor dem Scheitern war unbegründet.,Her fear of failure was unfounded.,Angst
712,20,,Die Einladung _____ der Feier wurde freudig angenommen.,zu,,Die Einladung zu der Feier wurde freudig angenommen.,The invitation to the party was happily accepted.,Einladung
713,20,,Ihre Einladung _____ dem Event überraschte alle.,zu,,Ihre Einladung zu dem Event überraschte alle.,Her invitation to the event surprised everyone.,Einladung
714,21,,the rage about,über,,die Wut,,
715,21,,the report about,über,,der Bericht,,
716,21,,the complaint about,über,,die Beschwerde,,
717,21,,the debate about,über,,die Debatte,,
718,21,,the discussion about,über,,die Diskussion,,
719,21,,the request for,um,,die Bitte,,
720,21,,the fight for,um,,der Kampf,,
721,21,,the concern for,um,,die Sorge,,
722,21,,the pride in,auf,,der Stolz,,
723,21,,the effect on,auf,,die Wirkung,,
724,21,,the joy for,auf,,die Freude,,
725,21,,the hope for,auf,,die Hoffnung,,
726,21,,the apology for,für,,die Entschuldigung,,
727,21,,the fight for,für,,der Kampf,,
728,21,,the concern for,für,,die Sorge,,
729,21,,the protest against,gegen,,der Protest,,
730,21,,the complaint to,bei,,die Beschwerde,,
731,21,,the application to,bei,,die Bewerbung,,
732,21,,the fight with,mit,,der Kampf,,
733,21,,the game with,mit,,das Spiel,,
734,21,,the conversation with,mit,,das Gespräch,,
735,21,,the scent of,nach,,der Duft,,
736,21,,the work as,als,,die Arbeit,,
737,21,,the belief in,an,,der Glaube,,
738,21,,the change to,an,,die Änderung,,
739,21,,the conviction of,von,,die Überzeugung,,
740,21,,the fear of,vor,,die Furcht,,
741,21,,the congratulations on,zu,,die Gratulation,,
742,21,,the ability to,zu,,die Fähigkeit,,
743,21,,the election to,zu,,die Wahl,,
