exercise,question,answer,german,english,french,case_english,case_french,gender_english,gender_french,person
28,Ich nehme _____ Apfel.,diesen,Ich nehme diesen Apfel.,I'll take this apple.,Je prendrai cette pomme.,Accusative,Accusatif,Masculine,Masculin,
28,Kennst du _____ Hund?,diesen,Kennst du diesen Hund?,Do you know this dog?,Connaissez-vous ce chien ?,Accusative,Accusatif,Masculine,Masculin,
28,Ich kenne _____ Frau gut.,diese,Ich kenne diese Frau gut.,I know this woman well.,Je connais bien cette femme.,Accusative,Accusatif,Feminine,Féminin,
28,Wir besuchen _____ Schule morgen.,diese,Wir besuchen diese Schule morgen.,We'll visit this school tomorrow.,Nous visiterons cette école demain.,Accusative,Accusatif,Feminine,Féminin,
28,Ich nehme _____ Jacke.,diese,Ich nehme diese Jacke.,I'll take this jacket.,Je prendrai cette veste.,Accusative,Accusatif,Feminine,Féminin,
28,Magst du _____ Musik?,diese,Magst du diese Musik?,Do you like this music?,Aimez-vous cette musique?,Accusative,Accusatif,Feminine,Féminin,
28,Er beantwortet _____ Frage sofort.,diese,Er beantwortet diese Frage sofort.,He answers this question immediately.,Il répond immédiatement à cette question.,Accusative,Accusatif,Feminine,Féminin,
28,Ich lese _____ Buch gerade.,dieses,Ich lese dieses Buch gerade.,I am reading this book right now.,Je suis en train de lire ce livre en ce moment.,Accusative,Accusatif,Neuter,Neutre,
28,Kannst du _____ Kind sehen?,dieses,Kannst du dieses Kind sehen?,Can you see this child?,Peux-tu voir cet enfant ?,Accusative,Accusatif,Neuter,Neutre,
28,Wir kaufen _____ Auto.,dieses,Wir kaufen dieses Auto.,We are buying this car.,Nous achetons cette voiture.,Accusative,Accusatif,Neuter,Neutre,
28,Er versteht _____ Problem nicht.,dieses,Er versteht dieses Problem nicht.,He doesn't understand this problem.,Il ne comprend pas ce problème.,Accusative,Accusatif,Neuter,Neutre,
28,Sie isst _____ Brot zum Frühstück.,dieses,Sie isst dieses Brot zum Frühstück.,She eats this bread for breakfast.,Elle mange ce pain au petit déjeuner.,Accusative,Accusatif,Neuter,Neutre,
28,Ich sehe _____ Leute oft im Café.,diese,Ich sehe diese Leute oft im Café.,I often see these people at the café.,Je vois souvent ces gens au café.,Accusative,Accusatif,Plural,Pluriel,
28,Wir kaufen _____ Schuhe morgen.,diese,Wir kaufen diese Schuhe morgen.,We are buying these shoes tomorrow.,Nous achèterons ces chaussures demain.,Accusative,Accusatif,Plural,Pluriel,
28,Kennst du _____ Bücher?,diese,Kennst du diese Bücher?,Do you know these books?,Connaissez-vous ces livres ?,Accusative,Accusatif,Plural,Pluriel,
28,Er fotografiert _____ Tiere im Zoo.,diese,Er fotografiert diese Tiere im Zoo.,He photographs these animals at the zoo.,Il photographie ces animaux au zoo.,Accusative,Accusatif,Plural,Pluriel,
28,Sie hört _____ Lieder jeden Tag.,diese,Sie hört diese Lieder jeden Tag.,She listens to these songs every day.,Elle écoute ces chansons tous les jours.,Accusative,Accusatif,Plural,Pluriel,
28,Ich helfe _____ Mann sofort.,diesem,Ich helfe diesem Mann sofort.,I help this man immediately.,J'aide cet homme immédiatement.,Dative,Datif,Masculine,Masculin,
28,Wir danken _____ Lehrer für die Hilfe.,diesem,Wir danken diesem Lehrer für die Hilfe.,We thank this teacher for his help.,Nous remercions ce professeur pour son aide.,Dative,Datif,Masculine,Masculin,
28,Er gibt dem Ball zu _____ Jungen.,diesem,Er gibt dem Ball zu diesem Jungen.,He gives the ball to this boy.,Il donne le ballon à ce garçon.,Dative,Datif,Masculine,Masculin,
28,Mit _____ Hund gehe ich oft spazieren.,diesem,Mit diesem Hund gehe ich oft spazieren.,I often walk this dog.,Je promène souvent ce chien.,Dative,Datif,Masculine,Masculin,
28,Ich spreche mit _____ Freund über das Problem.,diesem,Ich spreche mit diesem Freund über das Problem.,I talk to this friend about the problem.,Je parle du problème à cet ami.,Dative,Datif,Masculine,Masculin,
28,Ich vertraue _____ Frau.,dieser,Ich vertraue dieser Frau.,I trust this woman.,J'ai confiance en cette femme.,Dative,Datif,Feminine,Féminin,
28,Wir helfen _____ Lehrerin gern.,dieser,Wir helfen dieser Lehrerin gern.,We like to help this teacher.,Nous aimerions aider ce professeur.,Dative,Datif,Feminine,Féminin,
28,Er schreibt _____ Freundin eine Nachricht.,dieser,Er schreibt dieser Freundin eine Nachricht.,He writes a message to this friend.,Il écrit un message à cet ami.,Dative,Datif,Feminine,Féminin,
28,Mit _____ Lampe kann man gut lesen.,dieser,Mit dieser Lampe kann man gut lesen.,This lamp is easy to read.,Cette lampe est facile à lire.,Dative,Datif,Feminine,Féminin,
28,Ich spreche oft mit _____ Kollegin.,dieser,Ich spreche oft mit dieser Kollegin.,I often talk to this colleague.,Je parle souvent à ce collègue.,Dative,Datif,Feminine,Féminin,
28,Ich gebe _____ Kind ein Geschenk.,diesem,Ich gebe diesem Kind ein Geschenk.,I give this child a present.,Je donne un cadeau à cet enfant.,Dative,Datif,Neuter,Neutre,
28,Wir folgen _____ Auto bis zur Kreuzung.,diesem,Wir folgen diesem Auto bis zur Kreuzung.,We follow this car to the intersection.,Nous suivons cette voiture jusqu'à l'intersection.,Dative,Datif,Neuter,Neutre,
28,Mit _____ Buch lerne ich Deutsch.,diesem,Mit diesem Buch lerne ich Deutsch.,I am learning German with this book.,J'apprends l'allemand avec ce livre.,Dative,Datif,Neuter,Neutre,
28,Er vertraut _____ System nicht.,diesem,Er vertraut diesem System nicht.,He doesn't trust this system.,Il ne fait pas confiance à ce système.,Dative,Datif,Neuter,Neutre,
28,Ich spiele mit _____ Spielzeug.,diesem,Ich spiele mit diesem Spielzeug.,I play with this toy.,Je joue avec ce jouet.,Dative,Datif,Neuter,Neutre,
28,Ich danke _____ Leuten für ihre Hilfe.,diesen,Ich danke diesen Leuten für ihre Hilfe.,I thank these people for their help.,Je remercie ces personnes pour leur aide.,Dative,Datif,Plural,Pluriel,
28,Er hilft _____ Kindern bei den Hausaufgaben.,diesen,Er hilft diesen Kindern bei den Hausaufgaben.,He helps these children with their homework.,Il aide ces enfants à faire leurs devoirs.,Dative,Datif,Plural,Pluriel,
28,Wir sprechen mit _____ Freunden über das Wochenende.,diesen,Wir sprechen mit diesen Freunden über das Wochenende.,We talk to these friends about the weekend.,Nous parlons du week-end avec ces amis.,Dative,Datif,Plural,Pluriel,
28,Sie gibt _____ Tieren jeden Tag Futter.,diesen,Sie gibt diesen Tieren jeden Tag Futter.,She feeds these animals every day.,Elle nourrit ces animaux tous les jours.,Dative,Datif,Plural,Pluriel,
28,Mit _____ Büchern kannst du viel lernen.,diesen,Mit diesen Büchern kannst du viel lernen.,You can learn a lot with these books.,Vous pouvez apprendre beaucoup avec ces livres.,Dative,Datif,Plural,Pluriel,
29,,jeder,jede,each,chaque,Nominative,Nominatif,Masculine,Masculin,
29,,jede,jede,each,chaque,Nominative,Nominatif,Feminine,Féminin,
29,,jedes,jede,each,chaque,Nominative,Nominatif,Neuter,Neutre,
29,,jeden,jede,each,chaque,Accusative,Accusatif,Masculine,Masculin,
29,,jede,jede,each,chaque,Accusative,Accusatif,Feminine,Féminin,
29,,jedes,jede,each,chaque,Accusative,Accusatif,Neuter,Neutre,
29,,jedem,jede,each,chaque,Dative,Datif,Masculine,Masculin,
29,,jeder,jede,each,chaque,Dative,Datif,Feminine,Féminin,
29,,jedem,jede,each,chaque,Dative,Datif,Neuter,Neutre,
30,_____ Mann braucht eine Pause.,Jeder,Jeder Mann braucht eine Pause.,Every man needs a break.,Chaque homme a besoin d’une pause.,Nominative,Nominatif,Masculine,Masculin,
30,_____ Schüler bekommt ein Buch.,Jeder,Jeder Schüler bekommt ein Buch.,Every student gets a book.,Chaque étudiant reçoit un livre.,Nominative,Nominatif,Masculine,Masculin,
30,_____ Tag bringt etwas Neues.,Jeder,Jeder Tag bringt etwas Neues.,Every day brings something new.,Chaque jour apporte quelque chose de nouveau.,Nominative,Nominatif,Masculine,Masculin,
30,_____ Hund hat einen Namen.,Jeder,Jeder Hund hat einen Namen.,Every dog has a name.,Chaque chien a un nom.,Nominative,Nominatif,Masculine,Masculin,
30,_____ Lehrer erklärt das Thema anders.,Jeder,Jeder Lehrer erklärt das Thema anders.,Every teacher explains the topic differently.,Chaque enseignant explique le sujet différemment.,Nominative,Nominatif,Masculine,Masculin,
30,_____ Frau bekommt ein Geschenk.,Jede,Jede Frau bekommt ein Geschenk.,Every woman receives a gift.,Chaque femme reçoit un cadeau.,Nominative,Nominatif,Feminine,Féminin,
30,_____ Schülerin muss die Aufgabe machen.,Jede,Jede Schülerin muss die Aufgabe machen.,Every student must do the assignment.,Chaque étudiant doit faire le devoir.,Nominative,Nominatif,Feminine,Féminin,
30,_____ Stadt hat ihre Geschichte.,Jede,Jede Stadt hat ihre Geschichte.,Every city has its story.,Chaque ville a son histoire.,Nominative,Nominatif,Feminine,Féminin,
30,_____ Blume braucht Wasser.,Jede,Jede Blume braucht Wasser.,Every flower needs water.,Chaque fleur a besoin d'eau.,Nominative,Nominatif,Feminine,Féminin,
30,_____ Mutter liebt ihr Kind.,Jede,Jede Mutter liebt ihr Kind.,Every mother loves her child.,Chaque mère aime son enfant.,Nominative,Nominatif,Feminine,Féminin,
30,_____ Kind spielt gern draußen.,Jedes,Jedes Kind spielt gern draußen.,Every child loves playing outside.,Chaque enfant aime jouer dehors.,Nominative,Nominatif,Neuter,Neutre,
30,_____ Haus hat ein Dach.,Jedes,Jedes Haus hat ein Dach.,Every house has a roof.,Chaque maison a un toit.,Nominative,Nominatif,Neuter,Neutre,
30,_____ Buch in dieser Reihe ist spannend.,Jedes,Jedes Buch in dieser Reihe ist spannend.,Every book in this series is exciting.,Chaque livre de cette série est passionnant.,Nominative,Nominatif,Neuter,Neutre,
30,_____ Tier braucht Futter.,Jedes,Jedes Tier braucht Futter.,Every animal needs food.,Chaque animal a besoin de nourriture.,Nominative,Nominatif,Neuter,Neutre,
30,_____ Zimmer hat ein Fenster.,Jedes,Jedes Zimmer hat ein Fenster.,Every room has a window.,Chaque pièce dispose d'une fenêtre.,Nominative,Nominatif,Neuter,Neutre,
30,Ich sehe _____ Tag meinen Freund.,jeden,Ich sehe jeden Tag meinen Freund.,I see my boyfriend every day.,Je vois mon petit ami tous les jours.,Accusative,Accusatif,Masculine,Masculin,
30,Wir besuchen _____ Sonntag unsere Großeltern.,jeden,Wir besuchen jeden Sonntag unsere Großeltern.,We visit our grandparents every Sunday.,Nous rendons visite à nos grands-parents tous les dimanches.,Accusative,Accusatif,Masculine,Masculin,
30,Sie trifft _____ Lehrer einzeln.,jeden,Sie trifft jeden Lehrer einzeln.,She meets each teacher individually.,Elle rencontre chaque enseignant individuellement.,Accusative,Accusatif,Masculine,Masculin,
30,Ich nehme _____ Apfel aus dem Korb.,jeden,Ich nehme jeden Apfel aus dem Korb.,I take every apple from the basket.,Je prends toutes les pommes du panier.,Accusative,Accusatif,Masculine,Masculin,
30,Er ruft _____ Morgen seine Mutter an.,jeden,Er ruft jeden Morgen seine Mutter an.,He calls his mother every morning.,Il appelle sa mère tous les matins.,Accusative,Accusatif,Masculine,Masculin,
30,Ich besuche _____ Woche meine Oma.,jede,Ich besuche jede Woche meine Oma.,I visit my grandmother every week.,Je rends visite à ma grand-mère chaque semaine.,Accusative,Accusatif,Feminine,Féminin,
30,Er kennt _____ Lehrerin an der Schule.,jede,Er kennt jede Lehrerin an der Schule.,He knows every teacher at school.,Il connaît tous les professeurs de l’école.,Accusative,Accusatif,Feminine,Féminin,
30,Sie liest _____ Zeitung am Morgen.,jede,Sie liest jede Zeitung am Morgen.,She reads every newspaper in the morning.,Elle lit tous les journaux le matin.,Accusative,Accusatif,Feminine,Féminin,
30,Wir brauchen _____ Information.,jede,Wir brauchen jede Information.,We need every piece of information.,Nous avons besoin de chaque information.,Accusative,Accusatif,Feminine,Féminin,
30,Ich höre _____ Musikrichtung gern.,jede,Ich höre jede Musikrichtung gern.,I enjoy listening to every type of music.,J'aime écouter tous les types de musique.,Accusative,Accusatif,Feminine,Féminin,
30,Ich lese _____ Buch in der Reihe.,jedes,Ich lese jedes Buch in der Reihe.,I read every book in the series.,J'ai lu tous les livres de la série.,Accusative,Accusatif,Neuter,Neutre,
30,Sie versteht _____ Wort.,jedes,Sie versteht jedes Wort.,She understands every word.,Elle comprend chaque mot.,Accusative,Accusatif,Neuter,Neutre,
30,Wir besuchen _____ Museum in der Stadt.,jedes,Wir besuchen jedes Museum in der Stadt.,We visit every museum in the city.,Nous visitons tous les musées de la ville.,Accusative,Accusatif,Neuter,Neutre,
30,Er liebt _____ Tier.,jedes,Er liebt jedes Tier.,He loves every animal.,Il aime tous les animaux.,Accusative,Accusatif,Neuter,Neutre,
30,Ich kenne _____ Lied auf dem Album.,jedes,Ich kenne jedes Lied auf dem Album.,I know every song on the album.,Je connais toutes les chansons de l'album.,Accusative,Accusatif,Neuter,Neutre,
30,"Ich helfe _____ Mann, der fragt.",jedem,"Ich helfe jedem Mann, der fragt.",I help every man who asks.,J'aide chaque homme qui le demande.,Dative,Datif,Masculine,Masculin,
30,Wir danken _____ Lehrer für die Unterstützung.,jedem,Wir danken jedem Lehrer für die Unterstützung.,We thank every teacher for their support.,Nous remercions chaque enseignant pour son soutien.,Dative,Datif,Masculine,Masculin,
30,Er gibt _____ Freund ein Geschenk.,jedem,Er gibt jedem Freund ein Geschenk.,He gives every friend a gift.,Il offre un cadeau à chaque ami.,Dative,Datif,Masculine,Masculin,
30,Mit _____ Hund geht sie spazieren.,jedem,Mit jedem Hund geht sie spazieren.,She walks every dog.,Elle promène tous les chiens.,Dative,Datif,Masculine,Masculin,
30,Ich spreche mit _____ Schüler.,jedem,Ich spreche mit jedem Schüler.,I talk to every student.,Je parle à chaque étudiant.,Dative,Datif,Masculine,Masculin,
30,Ich erzähle es _____ Frau.,jeder,Ich erzähle es jeder Frau.,I tell every woman.,Je le dis à toutes les femmes.,Dative,Datif,Feminine,Féminin,
30,Wir helfen _____ Schülerin bei den Aufgaben.,jeder,Wir helfen jeder Schülerin bei den Aufgaben.,We help every student with their homework.,Nous aidons chaque élève avec ses devoirs.,Dative,Datif,Feminine,Féminin,
30,Er gibt _____ Mutter eine Rose.,jeder,Er gibt jeder Mutter eine Rose.,He gives every mother a rose.,Il offre une rose à chaque mère.,Dative,Datif,Feminine,Féminin,
30,Mit _____ Kollegin spricht er freundlich.,jeder,Mit jeder Kollegin spricht er freundlich.,He speaks kindly to every colleague.,Il parle gentiment à chaque collègue.,Dative,Datif,Feminine,Féminin,
30,Ich schreibe _____ Freundin einen Brief.,jeder,Ich schreibe jeder Freundin einen Brief.,I write every friend a letter.,J'écris une lettre à chaque ami.,Dative,Datif,Feminine,Féminin,
30,Ich gebe _____ Kind ein Eis.,jedem,Ich gebe jedem Kind ein Eis.,I give every child an ice cream.,Je donne une glace à chaque enfant.,Dative,Datif,Neuter,Neutre,
30,Mit _____ Buch lerne ich etwas Neues.,jedem,Mit jedem Buch lerne ich etwas Neues.,I learn something new with every book.,J'apprends quelque chose de nouveau avec chaque livre.,Dative,Datif,Neuter,Neutre,
30,Wir helfen _____ Tier im Tierheim.,jedem,Wir helfen jedem Tier im Tierheim.,We help every animal in the shelter.,Nous aidons tous les animaux du refuge.,Dative,Datif,Neuter,Neutre,
30,Er vertraut _____ System blind.,jedem,Er vertraut jedem System blind.,He trusts every system blindly.,Il fait aveuglément confiance à chaque système.,Dative,Datif,Neuter,Neutre,
30,Ich spiele mit _____ Spielzeug gern.,jedem,Ich spiele mit jedem Spielzeug gern.,I enjoy playing with every toy.,J'aime jouer avec tous les jouets.,Dative,Datif,Neuter,Neutre,
31,,viel,,"a lot, much",beaucoup de (indénombrable),,,,,
31,,viele,,many,"beaucoup de, de nombreux (dénombrable)",,,,,
31,,wenig,,"few, little","peu, pas beaucoup de (indénombrable)",,,,,
31,,wenige,,few,"peu, pas beaucoup de (dénombrable)",,,,,
31,,manche,,"some, several","certains, plusieurs",,,,,
31,,mehr,,more,plus de,,,,,
31,,weniger,,"fewer, less",moins de,,,,,
31,,andere,,others,d'autres,,,,,
31,,beide,,both,les deux,,,,,
31,,ein paar,,"a couple of, a few",quelques,,,,,
31,,genug,,enough,assez de,,,,,
32,Ich möchte _____ Zeit zum Lernen haben.,mehr,Ich möchte mehr Zeit zum Lernen haben.,I would like to have more time to study.,J'aimerais avoir plus de temps pour étudier.,,,,,
32,Kannst du mir _____ Informationen geben?,mehr,Kannst du mir mehr Informationen geben?,Can you give me more information?,Pouvez-vous me donner plus d'informations ?,,,,,
32,Er verbringt _____ Zeit als zuvor.,mehr,Er verbringt mehr Zeit als zuvor.,He spends more time than before.,Il passe plus de temps qu'avant.,,,,,
32,Ich brauche _____ Geduld mit diesem Projekt.,mehr,Ich brauche mehr Geduld mit diesem Projekt.,I need more patience with this project.,J'ai besoin de plus de patience avec ce projet.,,,,,
32,Es gibt immer _____ Autos auf den Straßen.,mehr,Es gibt immer mehr Autos auf den Straßen.,There are more and more cars on the streets.,Il y a de plus en plus de voitures dans les rues.,,,,,
32,"Er hat _____ Geld, aber er gibt wenig aus.",viel,"Er hat viel Geld, aber er gibt wenig aus.","He has a lot of money, but he spends little.","Il a beaucoup d’argent, mais il dépense peu.",,,,,
32,"Ich trinke _____ Wasser, weil es gesund ist.",viel,"Ich trinke viel Wasser, weil es gesund ist.",I drink a lot of water because it is healthy.,Je bois beaucoup d’eau parce que c’est sain.,,,,,
32,Es gibt _____ Verkehr in der Stadt am Morgen.,viel,Es gibt viel Verkehr in der Stadt am Morgen.,There is a lot of traffic in the city in the morning.,Il y a beaucoup de circulation dans la ville le matin.,,,,,
32,Sie lernt _____ für die Prüfung nächste Woche.,viel,Sie lernt viel für die Prüfung nächste Woche.,She studies a lot for the exam next week.,Elle étudie beaucoup pour l'examen de la semaine prochaine.,,,,,
32,Wir haben _____ Spaß im Urlaub gehabt.,viel,Wir haben viel Spaß im Urlaub gehabt.,We had a lot of fun on vacation.,Nous avons eu beaucoup de plaisir pendant les vacances.,,,,,
32,"Manche Leute mögen Pizza, _____ bevorzugen Pasta.",andere,"Manche Leute mögen Pizza, andere bevorzugen Pasta.","Some people like pizza, others prefer pasta.","Certaines personnes aiment la pizza, d’autres préfèrent les pâtes.",,,,,
32,"Einige arbeiten gerne im Büro, _____ lieber von zu Hause aus.",andere,"Einige arbeiten gerne im Büro, andere lieber von zu Hause aus.","Some like working in the office, others prefer working from home.","Certains aiment travailler au bureau, d’autres préfèrent travailler à domicile.",,,,,
32,"Manche Tiere sind tagaktiv, _____ sind nachtaktiv.",andere,"Manche Tiere sind tagaktiv, andere sind nachtaktiv.","Some animals are active during the day, others are active at night.","Certains animaux sont actifs pendant la journée, d’autres sont actifs la nuit.",,,,,
32,"Einige Schüler lernen schnell, _____ brauchen mehr Zeit.",andere,"Einige Schüler lernen schnell, andere brauchen mehr Zeit.","Some students learn quickly, others need more time.","Certains élèves apprennent rapidement, d’autres ont besoin de plus de temps.",,,,,
32,"Einige mögen klassische Musik, _____ hören lieber Pop.",andere,"Einige mögen klassische Musik, andere hören lieber Pop.","Some like classical music, others prefer listening to pop.","Certains aiment la musique classique, d’autres préfèrent écouter de la pop.",,,,,
32,_____ Eltern arbeiten in einem Krankenhaus.,Beide,Beide Eltern arbeiten in einem Krankenhaus.,Both parents work in a hospital.,Les deux parents travaillent dans un hôpital.,,,,,
32,Ich habe _____ Bücher gelesen.,beide,Ich habe beide Bücher gelesen.,I have read both books.,J'ai lu les deux livres.,,,,,
32,Er hat mit _____ Freunden gesprochen.,beiden,Er hat mit beiden Freunden gesprochen.,He talked to both friends.,Il a parlé aux deux amis.,,,,,
32,_____ Städte sind sehr schön.,Beide,Beide Städte sind sehr schön.,Both cities are very beautiful.,Les deux villes sont très belles.,,,,,
32,Der Preis _____ Autos ist sehr hoch.,beider,Der Preis beider Autos ist sehr hoch.,The price of both cars is very high.,Le prix des deux voitures est très élevé.,,,,,
32,_____ Leute fahren im Sommer ans Meer.,Viele,Viele Leute fahren im Sommer ans Meer.,Many people go to the sea in summer.,Beaucoup de gens vont à la mer en été.,,,,,
32,Ich habe _____ Bücher in meinem Regal.,viele,Ich habe viele Bücher in meinem Regal.,I have many books on my shelf.,J'ai beaucoup de livres sur mon étagère.,,,,,
32,Er kennt _____ interessante Geschichten.,viele,Er kennt viele interessante Geschichten.,He knows many interesting stories.,Il connaît beaucoup d'histoires intéressantes.,,,,,
32,_____ Kinder spielen gerne im Park.,Viele,Viele Kinder spielen gerne im Park.,Many children like to play in the park.,Beaucoup d’enfants aiment jouer dans le parc.,,,,,
32,In dieser Stadt gibt es _____ Museen.,viele,In dieser Stadt gibt es viele Museen.,There are many museums in this city.,Il y a de nombreux musées dans cette ville.,,,,,
32,_____ Menschen verstehen diese Sprache.,Wenige,Wenige Menschen verstehen diese Sprache.,Few people understand this language.,Peu de gens comprennent cette langue.,,,,,
32,_____ Schüler haben die Prüfung bestanden.,Wenige,Wenige Schüler haben die Prüfung bestanden.,Few students passed the exam.,Peu d’étudiants ont réussi l’examen.,,,,,
32,Es gibt nur _____ Plätze im Bus.,wenige,Es gibt nur wenige Plätze im Bus.,There are only a few seats on the bus.,Il n'y a que quelques sièges dans le bus.,,,,,
32,"_____ wissen, wie schwierig es war.",Wenige,"Wenige wissen, wie schwierig es war.",Few know how difficult it was.,Peu de gens savent à quel point cela a été difficile.,,,,,
32,In diesem Dorf gibt es nur _____ Geschäfte.,wenige,In diesem Dorf gibt es nur wenige Geschäfte.,There are only a few shops in this village.,Il n'y a que quelques commerces dans ce village.,,,,,
32,_____ Leute mögen keinen Kaffee.,Manche,Manche Leute mögen keinen Kaffee.,Some people don't like coffee.,Certaines personnes n'aiment pas le café.,,,,,
32,Ich kenne _____ dieser Geschichten.,manche,Ich kenne manche dieser Geschichten.,I know some of these stories.,Je connais certaines de ces histoires.,,,,,
32,Mit _____ Problemen muss man alleine klarkommen.,manchen,Mit manchen Problemen muss man alleine klarkommen.,"With some problems, you have to cope alone.",Certains problèmes sont à résoudre seul.,,,,,
32,_____ Tage sind schwieriger als andere.,Manche,Manche Tage sind schwieriger als andere.,Some days are harder than others.,Certains jours sont plus difficiles que d’autres.,,,,,
32,Der Wert _____ Dinge steigt mit der Zeit.,mancher,Der Wert mancher Dinge steigt mit der Zeit.,The value of some things increases over time.,La valeur de certaines choses augmente avec le temps.,,,,,
32,Ich habe heute _____ Zeit.,wenig,Ich habe heute wenig Zeit.,I have little time today.,J'ai peu de temps aujourd'hui.,,,,,
32,Er isst nur _____ Fleisch.,wenig,Er isst nur wenig Fleisch.,He eats only a little meat.,Il mange seulement un peu de viande.,,,,,
32,Es gibt _____ Schnee in diesem Winter.,wenig,Es gibt wenig Schnee in diesem Winter.,There is little snow this winter.,Il y a peu de neige cet hiver.,,,,,
32,"Sie spricht _____ Deutsch, aber sie lernt.",wenig,"Sie spricht wenig Deutsch, aber sie lernt.","She speaks little German, but she is learning.","Elle parle peu allemand, mais elle apprend.",,,,,
32,"Ich habe _____ Lust, heute Abend auszugehen.",wenig,"Ich habe wenig Lust, heute Abend auszugehen.",I have little desire to go out tonight.,J'ai peu envie de sortir ce soir.,,,,,
32,In diesem Jahr gab es _____ Regen.,weniger,In diesem Jahr gab es weniger Regen.,There was less rain this year.,Il y a eu moins de pluie cette année.,,,,,
32,Wir haben _____ Zeit für das Projekt.,weniger,Wir haben weniger Zeit für das Projekt.,We have less time for the project.,Nous avons moins de temps pour le projet.,,,,,
32,Sie hat _____ Freunde in der neuen Stadt.,weniger,Sie hat weniger Freunde in der neuen Stadt.,She has fewer friends in the new city.,Elle a moins d’amis dans la nouvelle ville.,,,,,
32,Ich werde _____ Fleisch essen.,weniger,Ich werde weniger Fleisch essen.,I will eat less meat.,Je mangerai moins de viande.,,,,,
32,Können Sie dieses Gericht mit _____ Sauce kochen?,weniger,Können Sie dieses Gericht mit weniger Sauce kochen?,Can you cook this dish with less sauce?,Pouvez-vous cuisiner ce plat avec moins de sauce ?,,,,,
32,Ich habe _____ Freunde in Berlin.,ein paar,Ich habe ein paar Freunde in Berlin.,I have a couple of friends in Berlin.,J'ai quelques amis à Berlin.,,,,,
32,Er hat _____ Bücher auf dem Tisch.,ein paar,Er hat ein paar Bücher auf dem Tisch.,He has a couple of books on the table.,Il a quelques livres sur la table.,,,,,
32,Kannst du mir _____ Äpfel kaufen?,ein paar,Kannst du mir ein paar Äpfel kaufen?,Can you buy me a few apples?,Peux-tu m'acheter quelques pommes ?,,,,,
32,Wir müssen _____ Minuten warten.,ein paar,Wir müssen ein paar Minuten warten.,We have to wait a couple of minutes.,Nous devons attendre quelques minutes.,,,,,
32,Ich habe _____ neue Wörter gelernt.,ein paar,Ich habe ein paar neue Wörter gelernt.,I learned a few new words.,J'ai appris quelques nouveaux mots.,,,,,
32,"Ich habe _____ Zeit, um dir zu helfen.",genug,"Ich habe genug Zeit, um dir zu helfen.",I have enough time to help you.,J'ai assez de temps pour t'aider.,,,,,
32,Wir haben _____ Brot für das Frühstück.,genug,Wir haben genug Brot für das Frühstück.,We have enough bread for breakfast.,Nous avons assez de pain pour le petit-déjeuner.,,,,,
32,Hast du _____ Geld für das Ticket?,genug,Hast du genug Geld für das Ticket?,Do you have enough money for the ticket?,As-tu assez d'argent pour le billet ?,,,,,
32,Im Kühlschrank sind _____ Eier für einen Kuchen.,genug,Im Kühlschrank sind genug Eier für einen Kuchen.,There are enough eggs in the refrigerator for a cake.,Il y a assez d'œufs dans le réfrigérateur pour un gâteau.,,,,,
32,Es gibt _____ Plätze für alle Gäste.,genug,Es gibt genug Plätze für alle Gäste.,There are enough seats for all the guests.,Il y a assez de places pour tous les invités.,,,,,
33,,keines,kein,no,pas,Genitive,Génitif,Masculine,Masculin,
33,,keines,kein,no,pas,Genitive,Génitif,Neuter,Neutre,
33,,keiner,kein,no,pas,Genitive,Génitif,Feminine,Féminin,
33,,keiner,kein,no,pas,Genitive,Génitif,Plural,Pluriel,
33,,des,der,the,du/de la,Genitive,Génitif,Masculine,Masculin,
33,,des,das,the,du/de la,Genitive,Génitif,Neuter,Neutre,
33,,der,die,the,du/de la,Genitive,Génitif,Feminine,Féminin,
33,,der,die,the,des,Genitive,Génitif,Plural,Pluriel,
33,,eines,ein,a,un,Genitive,Génitif,Masculine,Masculin,
33,,eines,ein,a,un,Genitive,Génitif,Neuter,Neutre,
33,,einer,ein,a,un,Genitive,Génitif,Feminine,Féminin,
34,Trotz _____ Beweises wurde er freigesprochen.,keines,Trotz keines Beweises wurde er freigesprochen.,"Despite no evidence, he was acquitted.","Malgré l'absence de preuves, il a été acquitté.",Genitive,Génitif,Masculine,Masculin,
34,Die Meinung _____ Experten konnte ihn überzeugen.,keines,Die Meinung keines Experten konnte ihn überzeugen.,No expert's opinion could convince him.,Aucun avis d’expert n’a pu le convaincre.,Genitive,Génitif,Masculine,Masculin,
34,Ich erinnere mich _____ Fehlers in diesem Text.,keines,Ich erinnere mich keines Fehlers in diesem Text.,I don't remember any error in this text.,Je ne me souviens d'aucune erreur dans ce texte.,Genitive,Génitif,Masculine,Masculin,
34,Wegen _____ Problems haben wir den Termin verschoben.,keines,Wegen keines Problems haben wir den Termin verschoben.,We didn't postpone the meeting because of any problem.,Nous n’avons pas reporté la réunion à cause d’un quelconque problème.,Genitive,Génitif,Masculine,Masculin,
34,Die Entscheidung wurde im Namen _____ Beteiligten getroffen.,keines,Die Entscheidung wurde im Namen keines Beteiligten getroffen.,The decision was not made on behalf of any party.,La décision n’a été prise au nom d’aucune partie.,Genitive,Génitif,Masculine,Masculin,
34,Trotz _____ Anzeichens blieb er misstrauisch.,keines,Trotz keines Anzeichens blieb er misstrauisch.,"Despite no indication, he remained suspicious.","Malgré aucune indication, il restait méfiant.",Genitive,Génitif,Neuter,Neutre,
