Nr,level,level_verben,question,answer,case,german,english,complement
484,14,,Das Buch handelt _____ Liebe und Verlust.,von,,Das Buch handelt von Liebe und Verlust.,The book is about love and loss.,handeln
485,14,,Die Geschichte handelt _____ einem jungen Abenteurer.,von,,Die Geschichte handelt von einem jungen Abenteurer.,The story is about a young adventurer.,handeln
486,14,,Ich richte mich _____ den Regeln der Firma.,nach,,Ich richte mich nach den Regeln der Firma.,I follow the company's rules.,richten
487,14,,Wir richten uns _____ den aktuellen Entwicklungen.,nach,,Wir richten uns nach den aktuellen Entwicklungen.,We adapt to current developments.,richten
488,14,,Bitte richten Sie alle Fragen _____ die Verwaltung.,an,,Bitte richten Sie alle Fragen an die Verwaltung.,Please direct all questions to the administration.,richten
489,14,,Er richtet seinen Blick _____ die Zukunft.,an,,Er richtet seinen Blick an die Zukunft.,He directs his gaze towards the future.,richten
490,14,,"Die Firma verfügt _____ moderne Maschinen, die die Produktion verbessern.",über,,"Die Firma verfügt über moderne Maschinen, die die Produktion verbessern.",The company has modern machines that improve production.,verfügen
491,14,,Er verfügt _____ viel Erfahrung in diesem Bereich.,über,,Er verfügt über viel Erfahrung in diesem Bereich.,He has a lot of experience in this field.,verfügen
492,14,,Ich habe _____ dem Unfall in den Nachrichten erfahren.,von,,Ich habe von dem Unfall in den Nachrichten erfahren.,I heard about the accident on the news.,erfahren
493,14,,Wir haben _____ ihrem Erfolg über die Zeitung erfahren.,von,,Wir haben von ihrem Erfolg über die Zeitung erfahren.,We learned about her success through the newspaper.,erfahren
494,15,15 - 17 (B2),"to strive for, be eager for",um,A,bemühen,,
495,15,15 - 17 (B2),to thank for,für,A,bedanken,,
496,15,15 - 17 (B2),to thank someone,bei,D,bedanken,,
497,15,15 - 17 (B2),to engage for,für,A,engagieren,,
498,15,11 - 13 (B1),to get into,in,A,geraten,,
499,15,11 - 13 (B1),to get used to,an,A,gewöhnen,,
500,15,15 - 17 (B2),to shoot at,auf,A,schießen,,
501,15,15 - 17 (B2),to say goodbye to,von,D,verabschieden,,
502,15,15 - 17 (B2),to transform into,in,A,verwandeln,,
503,15,15 - 17 (B2),to turn to,an,A,wenden,,
504,15,15 - 17 (B2),to bet on,um,A,wetten,,
505,15,15 - 17 (B2),to hesitate with,mit,D,zögern,,
506,15,15 - 17 (B2),to adjust to,an,A,anpassen,,
507,15,15 - 17 (B2),to get upset about,über,A,aufregen,,
508,15,15 - 17 (B2),to spend for,für,A,ausgeben,,
509,15,15 - 17 (B2),to designate as,als,A,bezeichnen,,
510,15,15 - 17 (B2),to get frightened by,über,A,erschrecken,,
511,15,15 - 17 (B2),to be scared of,vor,D,erschrecken,,
512,15,15 - 17 (B2),to protest against,gegen,A,protestieren,,
513,15,15 - 17 (B2),"to call, to phone with",mit,D,telefonieren,,
514,15,15 - 17 (B2),to talk with,mit,D,unterhalten,,
515,15,15 - 17 (B2),"to talk, converse about",über,A,unterhalten,,
516,15,15 - 17 (B2),to differentiate in,in,D,unterscheiden,,
517,15,15 - 17 (B2),to demand from,von,D,verlangen,,
518,15,15 - 17 (B2),to wonder about,über,A,wundern,,
519,16,,Sie bemüht sich _____ einen Studienplatz an einer renommierten Universität.,um,,Sie bemüht sich um einen Studienplatz an einer renommierten Universität.,She is striving for a place at a prestigious university.,bemühen
520,16,,Er bemüht sich _____ eine bessere Work-Life-Balance.,um,,Er bemüht sich um eine bessere Work-Life-Balance.,He strives for a better work-life balance.,bemühen
521,16,,Ich möchte mich herzlich _____ Ihre Unterstützung bedanken.,für,,Ich möchte mich herzlich für Ihre Unterstützung bedanken.,I would like to sincerely thank you for your support.,bedanken
522,16,,Er bedankte sich bei den Kollegen _____ die angenehme Zusammenarbeit.,für,,Er bedankte sich bei den Kollegen für die angenehme Zusammenarbeit.,He thanked his colleagues for the pleasant cooperation.,bedanken
523,16,,Ich bedanke mich _____ meinen Eltern für ihre Geduld.,bei,,Ich bedanke mich bei meinen Eltern für ihre Geduld.,I thank my parents for their patience.,bedanken
524,16,,Er bedankte sich _____ seinem Lehrer für die wertvollen Tipps.,bei,,Er bedankte sich bei seinem Lehrer für die wertvollen Tipps.,He thanked his teacher for the valuable tips.,bedanken
525,16,,Die Organisation engagiert sich _____ den Klimaschutz.,für,,Die Organisation engagiert sich für den Klimaschutz.,The organization is committed to climate protection.,engagieren
526,16,,Viele Jugendliche engagieren sich _____ soziale Projekte.,für,,Viele Jugendliche engagieren sich für soziale Projekte.,Many young people are committed to social projects.,engagieren
527,16,,Sie ist _____ eine schwierige Situation geraten.,in,,Sie ist in eine schwierige Situation geraten.,She got into a difficult situation.,geraten
528,16,,Er ist _____ finanzielle Schwierigkeiten geraten.,in,,Er ist in finanzielle Schwierigkeiten geraten.,He got into financial trouble.,geraten
529,16,,Ich habe mich schnell _____ das neue Klima gewöhnt.,an,,Ich habe mich schnell an das neue Klima gewöhnt.,I quickly got used to the new climate.,gewöhnen
530,16,,"Es ist nicht leicht, sich _____ die Zeitumstellung zu gewöhnen.",an,,"Es ist nicht leicht, sich an die Zeitumstellung zu gewöhnen.",It's not easy to get used to the time change.,gewöhnen
531,16,,Der Jäger schoss _____ den Hirsch.,auf,,Der Jäger schoss auf den Hirsch.,The hunter shot at the deer.,schießen
532,16,,"Er schoss _____ das Tor, aber der Ball ging vorbei.",auf,,"Er schoss auf das Tor, aber der Ball ging vorbei.","He shot at the goal, but the ball missed.",schießen
533,16,,Er verabschiedete sich _____ seinen Freunden am Bahnhof.,von,,Er verabschiedete sich von seinen Freunden am Bahnhof.,He said goodbye to his friends at the train station.,verabschieden
534,16,,Wir haben uns herzlich _____ den Gastgebern verabschiedet.,von,,Wir haben uns herzlich von den Gastgebern verabschiedet.,We said a warm goodbye to the hosts.,verabschieden
535,16,,Das Unternehmen hat sich _____ einen globalen Konzern verwandelt.,in,,Das Unternehmen hat sich in einen globalen Konzern verwandelt.,The company has transformed into a global corporation.,verwandeln
536,16,,Er hat das alte Haus _____ ein modernes Kunstwerk verwandelt.,in,,Er hat das alte Haus in ein modernes Kunstwerk verwandelt.,He transformed the old house into a modern piece of art.,verwandeln
537,16,,Ich habe mich _____ die Kundenbetreuung gewendet.,an,,Ich habe mich an die Kundenbetreuung gewendet.,I contacted customer service.,wenden
538,16,,Er wendete sich mit seiner Frage _____ den Professor.,an,,Er wendete sich mit seiner Frage an den Professor.,He turned to the professor with his question.,wenden
539,16,,"Er wettete _____ 50 Euro, dass sein Team gewinnen würde.",um,,"Er wettete um 50 Euro, dass sein Team gewinnen würde.",He bet 50 euros that his team would win.,wetten
540,16,,Wir haben _____ eine Runde Getränke gewettet.,um,,Wir haben um eine Runde Getränke gewettet.,We bet on a round of drinks.,wetten
541,16,,"Sie zögerte _____ ihrer Antwort, weil sie unsicher war.",mit,,"Sie zögerte mit ihrer Antwort, weil sie unsicher war.",She hesitated with her answer because she was uncertain.,zögern
542,16,,"Er zögert _____ der Entscheidung, weil er noch mehr Informationen braucht.",mit,,"Er zögert mit der Entscheidung, weil er noch mehr Informationen braucht.",He hesitates with the decision because he needs more information.,zögern
543,16,,Ich habe mich schnell _____ die neue Umgebung angepasst.,an,,Ich habe mich schnell an die neue Umgebung angepasst.,I quickly adapted to the new environment.,
544,16,,Sie passt sich _____ die Regeln der Firma an.,an,,Sie passt sich an die Regeln der Firma an.,She adapts to the company’s rules.,
545,16,,Er regt sich _____ jede Kleinigkeit auf.,über,,Er regt sich über jede Kleinigkeit auf.,He gets upset about every little thing.,
546,16,,Ich rege mich _____ den Lärm auf.,über,,Ich rege mich über den Lärm auf.,I get annoyed about the noise.,
547,16,,Sie gibt viel Geld _____ Kleidung aus.,für,,Sie gibt viel Geld für Kleidung aus.,She spends a lot of money on clothes.,
548,16,,Ich möchte nicht so viel _____ das Essen ausgeben.,für,,Ich möchte nicht so viel für das Essen ausgeben.,I don't want to spend so much on food.,
549,16,,Er bezeichnet sich _____ Experten.,als,,Er bezeichnet sich als Experten.,He refers to himself as an expert.,
550,16,,Das kann man _____ Erfolg bezeichnen.,als,,Das kann man als Erfolg bezeichnen.,You can describe that as a success.,
551,16,,Ich habe mich _____ die Nachricht erschreckt.,über,,Ich habe mich über die Nachricht erschreckt.,I was shocked by the news.,
552,16,,Sie erschreckte _____ den plötzlichen Knall.,über,,Sie erschreckte über den plötzlichen Knall.,She was startled by the sudden bang.,
553,16,,Ich erschrecke _____ Spinnen.,vor,,Ich erschrecke vor Spinnen.,I get scared of spiders.,
554,16,,Das Kind erschrak _____ dem Hund.,vor,,Das Kind erschrak vor dem Hund.,The child was frightened of the dog.,
555,16,,Viele Menschen protestieren _____ die Entscheidung.,gegen,,Viele Menschen protestieren gegen die Entscheidung.,Many people protest against the decision.,
556,16,,Die Schüler protestierten _____ die neuen Regeln.,gegen,,Die Schüler protestierten gegen die neuen Regeln.,The students protested against the new rules.,
557,16,,Ich telefoniere gerade _____ meinem Kollegen.,mit,,Ich telefoniere gerade mit meinem Kollegen.,I’m on the phone with my colleague right now.,
558,16,,Sie telefoniert oft _____ ihrer Mutter.,mit,,Sie telefoniert oft mit ihrer Mutter.,She often talks on the phone with her mother.,
559,16,,Wir unterhalten uns _____ dem Nachbarn.,mit,,Wir unterhalten uns mit dem Nachbarn.,We are chatting with the neighbor.,
560,16,,Ich habe mich lange _____ ihm unterhalten.,mit,,Ich habe mich lange mit ihm unterhalten.,I had a long conversation with him.,
561,16,,Sie unterhalten sich _____ Politik.,über,,Sie unterhalten sich über Politik.,They are talking about politics.,
562,16,,Wir haben uns _____ das Konzert unterhalten.,über,,Wir haben uns über das Konzert unterhalten.,We talked about the concert.,
563,16,,Man kann die Tiere _____ Gruppen unterscheiden.,in,,Man kann die Tiere in Gruppen unterscheiden.,You can distinguish the animals into groups.,
564,16,,Die Produkte unterscheiden sich _____ Qualität und Preis.,in,,Die Produkte unterscheiden sich in Qualität und Preis.,The products differ in quality and price.,
565,16,,Er verlangt Respekt _____ seinen Mitarbeitern.,von,,Er verlangt Respekt von seinen Mitarbeitern.,He demands respect from his employees.,
566,16,,Ich verlange eine Erklärung _____ dir.,von,,Ich verlange eine Erklärung von dir.,I demand an explanation from you.,
567,16,,Ich wundere mich _____ seine Entscheidung.,über,,Ich wundere mich über seine Entscheidung.,I’m surprised by his decision.,
568,16,,Sie wunderte sich _____ das Ergebnis.,über,,Sie wunderte sich über das Ergebnis.,She was amazed by the result.,
569,17,11 - 13 (B1),to apply to,für,A,gelten,,
570,17,11 - 13 (B1),to be considered as,als,N,gelten,,
571,17,11 - 13 (B1),to inform oneself about,über,A,informieren,,
572,17,11 - 13 (B1),to inform at,bei,D,informieren,,
573,17,11 - 13 (B1),to count on,mit,D,rechnen,,
574,17,11 - 13 (B1),to force to,zu,D,zwingen,,
575,17,11 - 13 (B1),to advocate for,für,A,einsetzen,,
576,17,1 - 3 (A1),"to take for, to consider as",für,A,halten,,
577,17,1 - 3 (A1),to think of / regard,von,D,halten,,
578,17,1 - 3 (A1),to adhere to,an,A,halten,,
579,17,5 - 7 (A2),"to assume, to come from",von,D,ausgehen,,
580,17,1 - 3 (A1),to send something to,an,A,schicken,,
581,17,1 - 3 (A1),to send someone to,zu,D,schicken,,
582,17,11 - 13 (B1),to report on (something objective),über,A,berichten,,
583,17,11 - 13 (B1),"to report on (something personal, an experience)",von,D,berichten,,
584,17,5 - 7 (A2),"to serve to, to serve for",zu,D,dienen,,
585,17,5 - 7 (A2),to serve as,als,D,dienen,,
586,17,15 - 17 (B2),to be suitable for (a concrete goal or group),für,A,eignen,,
587,17,15 - 17 (B2),to be suitable for (an abstract function),zu,D,eignen,,
588,17,1 - 3 (A1),to play for,um,A,spielen,,
589,17,11 - 13 (B1),to reach for,zu,D,greifen,,
590,18,,Die neuen Regeln gelten _____ alle Mitarbeiter.,für,,Die neuen Regeln gelten für alle Mitarbeiter.,The new rules apply to all employees.,gelten
591,18,,Das Angebot gilt nur _____ kurze Zeit.,für,,Das Angebot gilt nur für kurze Zeit.,The offer is valid for a short time only.,gelten
592,18,,Er gilt _____ Experte auf diesem Gebiet.,als,,Er gilt als Experte auf diesem Gebiet.,He is considered an expert in this field.,gelten
593,18,,Das Buch gilt _____ Klassiker der deutschen Literatur.,als,,Das Buch gilt als Klassiker der deutschen Literatur.,The book is considered a classic of German literature.,gelten
594,18,,Der Arzt informierte den Patienten _____ die Risiken der Operation.,über,,Der Arzt informierte den Patienten über die Risiken der Operation.,The doctor informed the patient about the risks of the operation.,informieren
595,18,,Wir wurden _____ die neuen Regelungen informiert.,über,,Wir wurden über die neuen Regelungen informiert.,We were informed about the new regulations.,informieren
596,18,,Er informierte sich _____ der Bank über die aktuellen Zinssätze.,bei,,Er informierte sich bei der Bank über die aktuellen Zinssätze.,He inquired at the bank about the current interest rates.,informieren
597,18,,Ich habe mich _____ meinem Chef über das neue Projekt informiert.,bei,,Ich habe mich bei meinem Chef über das neue Projekt informiert.,I informed myself about the new project from my boss.,informieren
598,18,,Ich rechne _____ einem Anruf von ihm.,mit,,Ich rechne mit einem Anruf von ihm.,I am expecting a call from him.,rechnen
599,18,,Wir rechnen _____ einer baldigen Entscheidung.,mit,,Wir rechnen mit einer baldigen Entscheidung.,We are expecting a decision soon.,rechnen
600,18,,Die Situation zwang uns _____ einer schnellen Entscheidung.,zu,,Die Situation zwang uns zu einer schnellen Entscheidung.,The situation forced us to make a quick decision.,zwingen
601,18,,"Er wurde _____ gezwungen, seine Meinung zu ändern.",dazu,,"Er wurde dazu gezwungen, seine Meinung zu ändern.",He was forced to change his opinion.,zwingen
602,18,,Wir setzen uns _____ bessere Bedingungen ein.,für,,Wir setzen uns für bessere Bedingungen ein.,We advocate for better conditions.,einsetzen
603,18,,Er setzt sich _____ den Umweltschutz ein.,für,,Er setzt sich für den Umweltschutz ein.,He is committed to environmental protection.,einsetzen
604,18,,Ich halte ihn _____ sehr intelligent.,für,,Ich halte ihn für sehr intelligent.,I consider him to be very intelligent.,halten
605,18,,Viele Menschen halten dieses Buch _____ ein Meisterwerk.,für,,Viele Menschen halten dieses Buch für ein Meisterwerk.,Many people consider this book a masterpiece.,halten
606,18,,Was hältst du _____ ihrem neuen Freund?,von,,Was hältst du von ihrem neuen Freund?,What do you think of her new boyfriend?,halten
607,18,,Ich halte nicht viel _____ solchen Versprechen.,von,,Ich halte nicht viel von solchen Versprechen.,I don't think much of such promises.,halten
608,18,,Er hält sich immer _____ die Regeln.,an,,Er hält sich immer an die Regeln.,He always sticks to the rules.,halten
609,18,,Du musst dich _____ die Vereinbarung halten.,an,,Du musst dich an die Vereinbarung halten.,You have to stick to the agreement.,halten
610,18,,"Wir gehen _____ aus, dass er pünktlich kommt.",davon,,"Wir gehen davon aus, dass er pünktlich kommt.",We assume that he will arrive on time.,ausgehen
611,18,,"Ich gehe _____ aus, dass du mir hilfst.",davon,,"Ich gehe davon aus, dass du mir hilfst.",I assume that you will help me.,ausgehen
612,18,,Ich habe die Unterlagen _____ die Personalabteilung geschickt.,an,,Ich habe die Unterlagen an die Personalabteilung geschickt.,I sent the documents to the HR department.,schicken
613,18,,Bitte schick die Einladung _____ alle Teilnehmer.,an,,Bitte schick die Einladung an alle Teilnehmer.,Please send the invitation to all participants.,schicken
614,18,,Der Lehrer hat ihn _____ der Schulleitung geschickt.,zu,,Der Lehrer hat ihn zu der Schulleitung geschickt.,The teacher sent him to the school administration.,schicken
615,18,,Meine Mutter hat mich _____ dem Einkaufen geschickt.,zu,,Meine Mutter hat mich zu dem Einkaufen geschickt.,My mother sent me to do the shopping.,schicken
616,18,,Sie berichtete _____ ihren Erlebnissen während des Auslandssemesters.,von,,Sie berichtete von ihren Erlebnissen während des Auslandssemesters.,She talked about her experiences during the semester abroad.,berichten
617,18,,Er hat _____ seinem ersten Arbeitstag berichtet.,von,,Er hat von seinem ersten Arbeitstag berichtet.,He reported on his first day at work.,berichten
618,18,,Die Medien berichten ausführlich _____ den aktuellen Konflikt.,über,,Die Medien berichten ausführlich über den aktuellen Konflikt.,The media report extensively on the current conflict.,berichten
619,18,,Die Zeugin berichtete _____ den Unfallhergang.,über,,Die Zeugin berichtete über den Unfallhergang.,The witness reported on how the accident happened.,berichten
620,18,,Das Praktikum dient _____ Einstieg in die Berufswelt.,als,,Das Praktikum dient als Einstieg in die Berufswelt.,The internship serves as an entry into professional life.,dienen
621,18,,Dieses Gebäude diente früher _____ Krankenhaus.,als,,Dieses Gebäude diente früher als Krankenhaus.,This building used to serve as a hospital.,dienen
622,18,,Die Statistik dient _____ einer besseren Entscheidungsfindung.,zu,,Die Statistik dient zu einer besseren Entscheidungsfindung.,The statistics serve to support better decision-making.,dienen
623,18,,Das neue System soll _____ der Effizienzsteigerung dienen.,zu,,Das neue System soll zu der Effizienzsteigerung dienen.,The new system is intended to serve for increasing efficiency.,dienen
624,18,,Dieses Programm eignet sich _____ fortgeschrittene Nutzer.,für,,Dieses Programm eignet sich für fortgeschrittene Nutzer.,This program is suitable for advanced users.,eignen
625,18,,Die Methode eignet sich gut _____ den Einsatz im Unterricht.,für,,Die Methode eignet sich gut für den Einsatz im Unterricht.,The method is well suited for use in class.,eignen
626,18,,Dieses Holz eignet sich nicht _____ dem Möbelbau.,zu,,Dieses Holz eignet sich nicht zu dem Möbelbau.,This wood is not suitable for making furniture.,eignen
627,18,,Die App eignet sich hervorragend _____ dem Lernen unterwegs.,zu,,Die App eignet sich hervorragend zu dem Lernen unterwegs.,The app is perfectly suited for learning on the go.,eignen
628,18,,Beide Mannschaften spielen _____ den Einzug ins Finale.,um,,Beide Mannschaften spielen um den Einzug ins Finale.,Both teams are playing for a spot in the final.,spielen
629,18,,Er spielt _____ eine hohe Geldsumme im Casino.,um,,Er spielt um eine hohe Geldsumme im Casino.,He is playing for a large amount of money at the casino.,spielen
630,18,,In Stresssituationen greifen viele Menschen _____ Schokolade.,zu,,In Stresssituationen greifen viele Menschen zu Schokolade.,"In stressful situations, many people reach for chocolate.",
631,18,,"Er griff _____ Handy, um Hilfe zu rufen.",zum,,"Er griff zum Handy, um Hilfe zu rufen.",He reached for his cell phone to call for help.,
632,19,19 - 21 (C1),to promote to,zu,D,befördern,,
633,19,19 - 21 (C1),to prevent from,an,D,hindern,,
634,19,15 - 17 (B2),to encourage to,zu,D,anregen,,
635,19,15 - 17 (B2),to invite to,zu,D,auffordern,,
636,19,19 - 21 (C1),to deal with,mit,D,auseinandersetzen,,
637,19,15 - 17 (B2),to be based on,auf,D,basieren,,
638,19,15 - 17 (B2),to deal with,mit,D,befassen,,
639,19,19 - 21 (C1),to free from,von,D,befreien,,
640,19,15 - 17 (B2),to be based on,auf,D,beruhen,,
641,19,15 - 17 (B2),to refer to,auf,A,beziehen,,
642,19,15 - 17 (B2),to agree on,auf,A,einigen,,
643,19,19 - 21 (C1),to resolve to,zu,D,entschließen,,
644,19,19 - 21 (C1),to fall ill from,an,D,erkranken,,
645,19,19 - 21 (C1),"to ask after, to inquire about",nach,D,erkundigen,,
646,19,19 - 21 (C1),to raise to,zu,D,erziehen,,
647,19,19 - 21 (C1),to experiment with,mit,D,experimentieren,,
648,19,19 - 21 (C1),to flee from,vor,D,flüchten,,
649,19,19 - 21 (C1),to gratulate on,zu,D,gratulieren,,
650,19,15 - 17 (B2),to be mistaken in,in,D,irren,,
651,19,15 - 17 (B2),to complain about,über,A,klagen,,
652,20,,Sie wurde _____ Abteilungsleiterin befördert.,zur,,Sie wurde zur Abteilungsleiterin befördert.,She was promoted to department head.,befördern
653,20,,Er wurde nach vielen Jahren harter Arbeit _____ Manager befördert.,zum,,Er wurde nach vielen Jahren harter Arbeit zum Manager befördert.,He was promoted to manager after many years of hard work.,befördern
654,20,,Der Regen hinderte uns _____ der Durchführung des Picknicks.,an,,Der Regen hinderte uns an der Durchführung des Picknicks.,The rain prevented us from having the picnic.,hindern
655,20,,"Er hinderte sie dar_____, die Wahrheit zu sagen.",an,,"Er hinderte sie daran, die Wahrheit zu sagen.",He prevented her from telling the truth.,hindern
656,20,,Der Lehrer regt die Schüler _____ Nachdenken an.,zum,,Der Lehrer regt die Schüler zum Nachdenken an.,The teacher stimulates the students to think.,anregen
657,20,,Die Diskussion regt _____ Reflexion an.,zur,,Die Diskussion regt zur Reflexion an.,The discussion stimulates reflection.,anregen
658,20,,Der Chef forderte ihn _____ Erklärung auf.,zur,,Der Chef forderte ihn zur Erklärung auf.,The boss requested him to give an explanation.,auffordern
659,20,,Sie forderte ihn _____ Tanz auf.,zum,,Sie forderte ihn zum Tanz auf.,She invited him to dance.,auffordern
660,20,,Wir setzen uns intensiv _____ dem Thema auseinander.,mit,,Wir setzen uns intensiv mit dem Thema auseinander.,We are engaging deeply with the topic.,auseinandersetzen
661,20,,Man muss sich _____ Kritik auseinandersetzen.,mit,,Man muss sich mit Kritik auseinandersetzen.,You have to deal with criticism.,auseinandersetzen
662,20,,Der Bericht basiert _____ aktuellen Daten.,auf,,Der Bericht basiert auf aktuellen Daten.,The report is based on current data.,basieren
663,20,,Die Studie basiert _____ langjähriger Forschung.,auf,,Die Studie basiert auf langjähriger Forschung.,The study is based on years of research.,basieren
664,20,,Ich befasse mich _____ künstlicher Intelligenz.,mit,,Ich befasse mich mit künstlicher Intelligenz.,I deal with artificial intelligence.,befassen
665,20,,Sie befassen sich _____ wirtschaftlichen Fragen.,mit,,Sie befassen sich mit wirtschaftlichen Fragen.,They deal with economic issues.,befassen
666,20,,Der Patient wurde _____ Schmerzen befreit.,von,,Der Patient wurde von Schmerzen befreit.,The patient was freed from pain.,befreien
667,20,,Wir möchten uns _____ alten Gewohnheiten befreien.,von,,Wir möchten uns von alten Gewohnheiten befreien.,We want to free ourselves from old habits.,befreien
668,20,,Seine Theorie beruht _____ einer Annahme.,auf,,Seine Theorie beruht auf einer Annahme.,His theory is based on an assumption.,beruhen
669,20,,Das Urteil beruht _____ Tatsachen.,auf,,Das Urteil beruht auf Tatsachen.,The judgment is based on facts.,beruhen
670,20,,Ich beziehe mich _____ Ihr Schreiben vom 1. März.,auf,,Ich beziehe mich auf Ihr Schreiben vom 1. März.,I refer to your letter of March 1st.,beziehen
671,20,,Er bezog sich _____ ein früheres Gespräch.,auf,,Er bezog sich auf ein früheres Gespräch.,He referred to an earlier conversation.,beziehen
672,20,,Wir haben uns _____ einen Kompromiss geeinigt.,auf,,Wir haben uns auf einen Kompromiss geeinigt.,We agreed on a compromise.,einigen
673,20,,Sie einigten sich _____ einen Termin.,auf,,Sie einigten sich auf einen Termin.,They agreed on a date.,einigen
674,20,,"Ich habe mich entschlossen, das Angebot an_____nehmen.",zu,,"Ich habe mich entschlossen, das Angebot anzunehmen.",I have decided to accept the offer.,entschliessen
675,20,,Er entschloss sich _____ einem Studium im Ausland.,zu,,Er entschloss sich zu einem Studium im Ausland.,He decided to study abroad.,entschliessen
676,20,,Sie erkr_____kte _____ einer seltenen Kr_____kheit.,an,,Sie erkrankte an einer seltenen Krankheit.,She fell ill with a rare disease.,erkranken
677,20,,Viele Menschen erkr_____ken im Winter _____ Grippe.,an,,Viele Menschen erkranken im Winter an Grippe.,Many people get the flu in winter.,erkranken
678,20,,Ich erkundige mich _____ dem Preis.,nach,,Ich erkundige mich nach dem Preis.,I’m inquiring about the price.,erkundigen
679,20,,Sie erkundigte sich _____ dem Weg.,nach,,Sie erkundigte sich nach dem Weg.,She asked for directions.,erkundigen
680,20,,Er zieht das Kind _____ einem verantwortungsvollen Menschen.,zu,,Er zieht das Kind zu einem verantwortungsvollen Menschen.,He is raising the child to be a responsible person.,erziehen
681,20,,Kinder müssen _____ Toleranz erzogen werden.,zu,,Kinder müssen zu Toleranz erzogen werden.,Children must be educated to be tolerant.,erziehen
682,20,,Die Wissenschaftler experimentieren _____ neuen Methoden.,mit,,Die Wissenschaftler experimentieren mit neuen Methoden.,The scientists are experimenting with new methods.,experimentieren
683,20,,Er experimentiert _____ verschiedenen Zutaten.,mit,,Er experimentiert mit verschiedenen Zutaten.,He experiments with various ingredients.,experimentieren
684,20,,Die Flüchtlinge flüchteten _____ dem Krieg.,vor,,Die Flüchtlinge flüchteten vor dem Krieg.,The refugees fled from the war.,flüchtete
685,20,,Er flüchtete _____ der Gefahr.,vor,,Er flüchtete vor der Gefahr.,He fled from the danger.,flüchtete
686,20,,Ich gratuliere dir _____ Geburtstag.,zum,,Ich gratuliere dir zum Geburtstag.,I congratulate you on your birthday.,gratulieren
687,20,,Wir gratulieren euch _____ Hochzeit.,zur,,Wir gratulieren euch zur Hochzeit.,We congratulate you on your wedding.,gratulieren
688,20,,Ich irre mich _____ diesem Punkt.,in,,Ich irre mich in diesem Punkt.,I’m wrong about this point.,irren
689,20,,Er irrt sich _____ der Zeit.,in,,Er irrt sich in der Zeit.,He is mistaken about the time.,irren
690,20,,Die Firma klagt _____ Umsatzrückgang.,über,,Die Firma klagt über Umsatzrückgang.,The company complains about declining sales.,klagen
691,20,,Er klagte _____ starke Schmerzen.,über,,Er klagte über starke Schmerzen.,He complained about severe pain.,klagen
692,21,15 - 17 (B2),to sue,gegen,A,klagen,,
693,21,19 - 21 (C1),to tend to,zu,D,neigen,,
694,21,15 - 17 (B2),to orient oneself to,an,D,orientieren,,
695,21,15 - 17 (B2),to complain / swear about,über,A,schimpfen,,
696,21,15 - 17 (B2),to scold about,auf,A,schimpfen,,
697,21,15 - 17 (B2),to scold with,mit,D,schimpfen,,
698,21,15 - 17 (B2),to stink of,nach,D,stinken,,
699,21,19 - 21 (C1),to persuade to,zu,D,überreden,,
700,21,19 - 21 (C1),to switch to,auf,A,umstellen,,
701,21,19 - 21 (C1),to put into,in,A,versetzen,,
702,21,19 - 21 (C1),to defend against,gegen,A,wehren,,
703,21,19 - 21 (C1),to assemble from,aus,D,zusammensetzen,,
704,21,15 - 17 (B2),to complain about,über,A,beklagen,,
705,21,19 - 21 (C1),to inquire at,bei,D,erkundigen,,
706,21,15 - 17 (B2),to come to an agreement with,mit,D,einigen,,
707,21,19 - 21 (C1),to demonstrate for,für,A,demonstrieren,,
708,21,19 - 21 (C1),to demonstrate against,gegen,A,demonstrieren,,
709,21,15 - 17 (B2),to complain to,bei,D,beklagen,,
710,21,19 - 21 (C1),to arrange to meet with,mit,D,verabreden,,
711,21,15 - 17 (B2),to defend against,gegen,A,verteidigen,,
712,22,,Sie klagt _____ den Arbeitgeber.,gegen,,Sie klagt gegen den Arbeitgeber.,She is suing the employer.,klagen
713,22,,Er klagt _____ die Entscheidung.,gegen,,Er klagt gegen die Entscheidung.,He is taking legal action against the decision.,klagen
714,22,,Sie neigt _____ Übertreibungen.,zu,,Sie neigt zu Übertreibungen.,She tends to exaggerate.,neigen
715,22,,"Er neigt _____, alles negativ zu sehen.",dazu,,"Er neigt dazu, alles negativ zu sehen.",He tends to see everything negatively.,neigen
716,22,,Ich orientiere mich _____ den Regeln.,an,,Ich orientiere mich an den Regeln.,I orient myself by the rules.,orientieren
717,22,,Er orientiert sich _____ seinem Vorbild.,an,,Er orientiert sich an seinem Vorbild.,He models himself on his role model.,orientieren
718,22,,Er schimpft _____ das schlechte Essen.,über,,Er schimpft über das schlechte Essen.,He complains about the bad food.,schimpfen
719,22,,Sie schimpft _____ die Verspätung.,über,,Sie schimpft über die Verspätung.,She grumbles about the delay.,schimpfen
720,22,,Der Lehrer schimpft _____ dem Schüler.,mit,,Der Lehrer schimpft mit dem Schüler.,The teacher scolds the student.,schimpfen
721,22,,Ich schimpfe oft _____ meinem Bruder.,mit,,Ich schimpfe oft mit meinem Bruder.,I often scold my brother.,schimpfen
722,22,,Er schimpft _____ die Regierung.,auf,,Er schimpft auf die Regierung.,He rants about the government.,schimpfen
723,22,,Sie schimpft _____ den Verkehr.,auf,,Sie schimpft auf den Verkehr.,She rants about the traffic.,schimpfen
